fiscal_year,fund,department,class_id,class,subclass_id,subclass,total
2018,General Operating Fund,Streets,2,Purchase of Services,205,Refuse/Garbage/Silt/Sludge Removal,9750
2018,General Operating Fund,Streets,2,Purchase of Services,205,Refuse/Garbage/Silt/Sludge Removal,35100282
2018,General Operating Fund,Streets,2,Purchase of Services,209,Telephone,835
2018,General Operating Fund,Streets,2,Purchase of Services,209,Telephone,835
2018,General Operating Fund,Streets,2,Purchase of Services,209,Telephone,613
2018,General Operating Fund,Streets,2,Purchase of Services,209,Telephone,621
2018,General Operating Fund,Streets,2,Purchase of Services,209,Telephone,722
2018,General Operating Fund,Streets,2,Purchase of Services,210,Postage,1000
2018,General Operating Fund,Streets,2,Purchase of Services,211,Transportation,631
2018,General Operating Fund,Streets,2,Purchase of Services,211,Transportation,26239
2018,General Operating Fund,Streets,2,Purchase of Services,211,Transportation,9000
2018,General Operating Fund,Streets,2,Purchase of Services,211,Transportation,200
2018,General Operating Fund,Streets,2,Purchase of Services,215,Licenses Permits Inspection Charges,1350
2018,General Operating Fund,Streets,2,Purchase of Services,240,Advertising/Promotional Activities,472000
2018,General Operating Fund,Streets,2,Purchase of Services,240,Advertising/Promotional Activities,2502
2018,General Operating Fund,Streets,2,Purchase of Services,240,Advertising/Promotional Activities,3389
2018,General Operating Fund,Streets,2,Purchase of Services,250,Professional Consult/Spec Services,440867
2018,General Operating Fund,Streets,2,Purchase of Services,250,Professional Consult/Spec Services,263000
2018,General Operating Fund,Streets,2,Purchase of Services,250,Professional Consult/Spec Services,7600
2018,General Operating Fund,Streets,2,Purchase of Services,250,Professional Consult/Spec Services,1650000
2018,General Operating Fund,Streets,2,Purchase of Services,250,Professional Consult/Spec Services,558303
2018,General Operating Fund,Streets,2,Purchase of Services,250,Professional Consult/Spec Services,1629259
2018,General Operating Fund,Streets,2,Purchase of Services,250,Professional Consult/Spec Services,214330
2018,General Operating Fund,Streets,2,Purchase of Services,250,Professional Consult/Spec Services,92397
2018,General Operating Fund,Streets,2,Purchase of Services,250,Professional Consult/Spec Services,165105
2018,General Operating Fund,Streets,2,Purchase of Services,255,Dues,12510
2018,General Operating Fund,Streets,2,Purchase of Services,256,Seminar and Training Sessions,15000
2018,General Operating Fund,Streets,2,Purchase of Services,256,Seminar and Training Sessions,3250
2018,General Operating Fund,Streets,2,Purchase of Services,256,Seminar and Training Sessions,9750
2018,General Operating Fund,Streets,2,Purchase of Services,256,Seminar and Training Sessions,1443
2018,General Operating Fund,Streets,2,Purchase of Services,256,Seminar and Training Sessions,335
2018,General Operating Fund,Streets,2,Purchase of Services,256,Seminar and Training Sessions,16000
2018,General Operating Fund,Streets,2,Purchase of Services,257,Architectural & Engineering Srvcs,20000
2018,General Operating Fund,Streets,2,Purchase of Services,260,Repair and Maintenance Charges,279878
2018,General Operating Fund,Streets,2,Purchase of Services,260,Repair and Maintenance Charges,1482
2018,General Operating Fund,Streets,2,Purchase of Services,260,Repair and Maintenance Charges,77700
2018,General Operating Fund,Streets,2,Purchase of Services,260,Repair and Maintenance Charges,8914
2018,General Operating Fund,Streets,2,Purchase of Services,260,Repair and Maintenance Charges,436029
2018,General Operating Fund,Streets,2,Purchase of Services,260,Repair and Maintenance Charges,95223
2018,General Operating Fund,Streets,2,Purchase of Services,260,Repair and Maintenance Charges,8914
2018,General Operating Fund,Streets,2,Purchase of Services,260,Repair and Maintenance Charges,33933
2018,General Operating Fund,Streets,2,Purchase of Services,285,Rents,5275243
2018,General Operating Fund,Streets,2,Purchase of Services,285,Rents,35342
2018,General Operating Fund,Streets,2,Purchase of Services,285,Rents,1527
2018,General Operating Fund,Streets,2,Purchase of Services,285,Rents,210
2018,General Operating Fund,Streets,2,Purchase of Services,285,Rents,9962
2018,General Operating Fund,Streets,2,Purchase of Services,285,Rents,25944
2018,General Operating Fund,Streets,2,Purchase of Services,295,Purchase Services-Imprest Advances,1000
2018,General Operating Fund,Streets,2,Purchase of Services,295,Purchase Services-Imprest Advances,1649
2018,General Operating Fund,Streets,2,Purchase of Services,299,Other Expenses (Not Othrwse Clssfd),28600
2018,General Operating Fund,Streets,2,Purchase of Services,299,Other Expenses (Not Othrwse Clssfd),406
2018,General Operating Fund,Streets,2,Purchase of Services,299,Other Expenses (Not Othrwse Clssfd),1770
2018,General Operating Fund,Streets,3,Materials and Supplies,304,Books and Other Publications,7753
2018,General Operating Fund,Streets,3,Materials and Supplies,304,Books and Other Publications,1500
2018,General Operating Fund,Streets,3,Materials and Supplies,304,Books and Other Publications,8000
2018,General Operating Fund,Streets,3,Materials and Supplies,304,Books and Other Publications,365
2018,General Operating Fund,Streets,3,Materials and Supplies,305,Building and Construction,396892
2018,General Operating Fund,Streets,3,Materials and Supplies,305,Building and Construction,146523
2018,General Operating Fund,Streets,3,Materials and Supplies,305,Building and Construction,98434
2018,General Operating Fund,Streets,3,Materials and Supplies,305,Building and Construction,1007
2018,General Operating Fund,Streets,3,Materials and Supplies,305,Building and Construction,1384
2018,General Operating Fund,Streets,3,Materials and Supplies,305,Building and Construction,6306
2018,General Operating Fund,Streets,3,Materials and Supplies,307,Chemicals and Gases,7853
2018,General Operating Fund,Streets,3,Materials and Supplies,307,Chemicals and Gases,13658
2018,General Operating Fund,Streets,3,Materials and Supplies,308,Dry Goods/Notions/Wearing Apparel,43000
2018,General Operating Fund,Streets,3,Materials and Supplies,308,Dry Goods/Notions/Wearing Apparel,14301
2018,General Operating Fund,Streets,3,Materials and Supplies,308,Dry Goods/Notions/Wearing Apparel,20790
2018,General Operating Fund,Streets,3,Materials and Supplies,308,Dry Goods/Notions/Wearing Apparel,112000
2018,General Operating Fund,Streets,3,Materials and Supplies,308,Dry Goods/Notions/Wearing Apparel,1600
2018,General Operating Fund,Streets,3,Materials and Supplies,308,Dry Goods/Notions/Wearing Apparel,400
2018,General Operating Fund,Streets,3,Materials and Supplies,308,Dry Goods/Notions/Wearing Apparel,846
2018,General Operating Fund,Streets,3,Materials and Supplies,310,Electrical and Communication,1000
2018,General Operating Fund,Streets,3,Materials and Supplies,310,Electrical and Communication,429
2018,General Operating Fund,Streets,3,Materials and Supplies,310,Electrical and Communication,434363
2018,General Operating Fund,Streets,3,Materials and Supplies,310,Electrical and Communication,237506
2018,General Operating Fund,Streets,3,Materials and Supplies,310,Electrical and Communication,18448
2018,General Operating Fund,Streets,3,Materials and Supplies,310,Electrical and Communication,81570
2018,General Operating Fund,Streets,3,Materials and Supplies,311,General Equipment and Machinery,200
2018,General Operating Fund,Streets,3,Materials and Supplies,311,General Equipment and Machinery,44000
2018,General Operating Fund,Streets,3,Materials and Supplies,311,General Equipment and Machinery,3000
2018,General Operating Fund,Streets,3,Materials and Supplies,312,Fire Fighting and Safety,15000
2018,General Operating Fund,Streets,3,Materials and Supplies,312,Fire Fighting and Safety,10368
2018,General Operating Fund,Streets,3,Materials and Supplies,312,Fire Fighting and Safety,812
2018,General Operating Fund,Streets,3,Materials and Supplies,313,Food,1344
2018,General Operating Fund,Streets,3,Materials and Supplies,313,Food,200
2018,General Operating Fund,Streets,3,Materials and Supplies,314,Fuel -- Heating and Lighting,10000
2018,General Operating Fund,Streets,3,Materials and Supplies,314,Fuel -- Heating and Lighting,303625
2018,General Operating Fund,Streets,3,Materials and Supplies,316,General Hardware and Minor Tools,500
2018,General Operating Fund,Streets,3,Materials and Supplies,316,General Hardware and Minor Tools,4000
2018,General Operating Fund,Streets,3,Materials and Supplies,316,General Hardware and Minor Tools,8000
2018,General Operating Fund,Streets,3,Materials and Supplies,316,General Hardware and Minor Tools,25025
2018,General Operating Fund,Streets,3,Materials and Supplies,316,General Hardware and Minor Tools,220000
2018,General Operating Fund,Streets,3,Materials and Supplies,316,General Hardware and Minor Tools,35000
2018,General Operating Fund,Streets,3,Materials and Supplies,316,General Hardware and Minor Tools,32923
2018,General Operating Fund,Streets,3,Materials and Supplies,317,Hospital and Laboratory,520
2018,General Operating Fund,Streets,3,Materials and Supplies,317,Hospital and Laboratory,10000
2018,General Operating Fund,Streets,3,Materials and Supplies,318,"Janitorial, Laundry and Household",160615
2018,General Operating Fund,Streets,3,Materials and Supplies,318,"Janitorial, Laundry and Household",6336
2018,General Operating Fund,Streets,3,Materials and Supplies,318,"Janitorial, Laundry and Household",200
2018,General Operating Fund,Streets,3,Materials and Supplies,318,"Janitorial, Laundry and Household",9682
2018,General Operating Fund,Streets,3,Materials and Supplies,318,"Janitorial, Laundry and Household",1593
2018,General Operating Fund,Streets,3,Materials and Supplies,318,"Janitorial, Laundry and Household",2066
2018,General Operating Fund,Streets,3,Materials and Supplies,318,"Janitorial, Laundry and Household",190
2018,General Operating Fund,Streets,3,Materials and Supplies,320,Office Materials and Supplies,7669
2018,General Operating Fund,Streets,3,Materials and Supplies,320,Office Materials and Supplies,6274
2018,General Operating Fund,Streets,3,Materials and Supplies,320,Office Materials and Supplies,2782
2018,General Operating Fund,Streets,3,Materials and Supplies,320,Office Materials and Supplies,14693
2018,General Operating Fund,Streets,3,Materials and Supplies,320,Office Materials and Supplies,1300
2018,General Operating Fund,Streets,3,Materials and Supplies,320,Office Materials and Supplies,12046
2018,General Operating Fund,Streets,3,Materials and Supplies,320,Office Materials and Supplies,6300
2018,General Operating Fund,Streets,3,Materials and Supplies,320,Office Materials and Supplies,28700
2018,General Operating Fund,Streets,3,Materials and Supplies,320,Office Materials and Supplies,23000
2018,General Operating Fund,Streets,3,Materials and Supplies,322,Small Power Tools and Hand Tools,3994
2018,General Operating Fund,Streets,3,Materials and Supplies,322,Small Power Tools and Hand Tools,18367
2018,General Operating Fund,Streets,3,Materials and Supplies,322,Small Power Tools and Hand Tools,30000
2018,General Operating Fund,Streets,3,Materials and Supplies,323,Plumbing/Air Conditioning/Space Htg,1000
2018,General Operating Fund,Streets,3,Materials and Supplies,323,Plumbing/Air Conditioning/Space Htg,9000
2018,General Operating Fund,Streets,3,Materials and Supplies,323,Plumbing/Air Conditioning/Space Htg,42000
2018,General Operating Fund,Streets,3,Materials and Supplies,324,"Precision, Photographic and Artists",10928
2018,General Operating Fund,Streets,3,Materials and Supplies,324,"Precision, Photographic and Artists",25500
2018,General Operating Fund,Streets,3,Materials and Supplies,324,"Precision, Photographic and Artists",3235
2018,General Operating Fund,Streets,3,Materials and Supplies,324,"Precision, Photographic and Artists",500
2018,General Operating Fund,Streets,3,Materials and Supplies,324,"Precision, Photographic and Artists",3643
2018,General Operating Fund,Streets,3,Materials and Supplies,324,"Precision, Photographic and Artists",15000
2018,General Operating Fund,Streets,3,Materials and Supplies,325,Printing,1360
2018,General Operating Fund,Streets,3,Materials and Supplies,325,Printing,55
2018,General Operating Fund,Streets,3,Materials and Supplies,325,Printing,775
2018,General Operating Fund,Streets,3,Materials and Supplies,325,Printing,2250
2018,General Operating Fund,Streets,3,Materials and Supplies,325,Printing,340
2018,General Operating Fund,Streets,3,Materials and Supplies,325,Printing,33000
2018,General Operating Fund,Streets,3,Materials and Supplies,325,Printing,1225
2018,General Operating Fund,Streets,3,Materials and Supplies,325,Printing,8019
2018,General Operating Fund,Streets,3,Materials and Supplies,328,Motor Vehicle Parts and Accessories,3730
2018,General Operating Fund,Streets,3,Materials and Supplies,335,Lubricants,36731
2018,General Operating Fund,Streets,3,Materials and Supplies,342,Liquid Propane Gas (Lpg),1000
2018,General Operating Fund,Streets,3,Materials and Supplies,342,Liquid Propane Gas (Lpg),1955
2018,General Operating Fund,Streets,3,Materials and Supplies,342,Liquid Propane Gas (Lpg),82469
2018,General Operating Fund,Streets,3,Materials and Supplies,399,Other Materials and Supplies (Noc),1000
2018,General Operating Fund,Streets,3,Materials and Supplies,399,Other Materials and Supplies (Noc),42851
2018,General Operating Fund,Streets,3,Materials and Supplies,399,Other Materials and Supplies (Noc),125000
2018,General Operating Fund,Streets,3,Materials and Supplies,399,Other Materials and Supplies (Noc),272
2018,General Operating Fund,Streets,3,Materials and Supplies,399,Other Materials and Supplies (Noc),100000
2018,General Operating Fund,Streets,3,Materials and Supplies,399,Other Materials and Supplies (Noc),5648
2018,General Operating Fund,Streets,4,Equipment,405,"Construction, Dredging, Conveying",2455
2018,General Operating Fund,Streets,4,Equipment,410,Electrical Lighting Communication,13200
2018,General Operating Fund,Streets,4,Equipment,410,Electrical Lighting Communication,5660
2018,General Operating Fund,Streets,4,Equipment,410,Electrical Lighting Communication,1018
2018,General Operating Fund,Streets,4,Equipment,410,Electrical Lighting Communication,6570
2018,General Operating Fund,Streets,4,Equipment,411,General Equipment and Machinery,16100
2018,General Operating Fund,Streets,4,Equipment,411,General Equipment and Machinery,40664
2018,General Operating Fund,Streets,4,Equipment,411,General Equipment and Machinery,5000
2018,General Operating Fund,Streets,4,Equipment,420,Office Equipment,530
2018,General Operating Fund,Streets,4,Equipment,420,Office Equipment,7122
2018,General Operating Fund,Streets,4,Equipment,420,Office Equipment,2521
2018,General Operating Fund,Streets,4,Equipment,420,Office Equipment,9220
2018,General Operating Fund,Streets,4,Equipment,423,Plumbing/Air Conditioning/Space Htg,15527
2018,General Operating Fund,Streets,4,Equipment,423,Plumbing/Air Conditioning/Space Htg,4827
2018,General Operating Fund,Streets,4,Equipment,423,Plumbing/Air Conditioning/Space Htg,11807
2018,General Operating Fund,Streets,4,Equipment,424,"Precision, Photographic and Artist",51158
2018,General Operating Fund,Streets,4,Equipment,424,"Precision, Photographic and Artist",826
2018,General Operating Fund,Streets,4,Equipment,424,"Precision, Photographic and Artist",2271
2018,General Operating Fund,Streets,4,Equipment,427,Computer Equipment & Peripherals,372
2018,General Operating Fund,Streets,4,Equipment,427,Computer Equipment & Peripherals,11172
2018,General Operating Fund,Streets,4,Equipment,427,Computer Equipment & Peripherals,872453
2018,General Operating Fund,Streets,4,Equipment,427,Computer Equipment & Peripherals,1091414
2018,General Operating Fund,Streets,4,Equipment,428,Vehicles -- Motor and Motorless,3372395
2018,General Operating Fund,Streets,4,Equipment,428,Vehicles -- Motor and Motorless,136000
2018,General Operating Fund,Streets,4,Equipment,430,Furniture and Furnishings,18151
2018,General Operating Fund,Streets,4,Equipment,430,Furniture and Furnishings,10000
2018,General Operating Fund,Streets,4,Equipment,430,Furniture and Furnishings,3150
2018,General Operating Fund,Streets,4,Equipment,430,Furniture and Furnishings,164
2018,General Operating Fund,Streets,4,Equipment,430,Furniture and Furnishings,8600
2018,General Operating Fund,Streets,4,Equipment,430,Furniture and Furnishings,10758
2018,General Operating Fund,Streets,4,Equipment,499,Other Equipment (Noc),64000
2018,General Operating Fund,Streets,4,Equipment,499,Other Equipment (Noc),735
2018,General Operating Fund,Streets,4,Equipment,499,Other Equipment (Noc),299
2018,General Operating Fund,Streets,4,Equipment,499,Other Equipment (Noc),347
2018,General Operating Fund,Streets,5,"Contributions, Indemnities, Refunds, Taxes",504,Meritorious Awards,5000
2018,General Operating Fund,Streets,5,"Contributions, Indemnities, Refunds, Taxes",505,Contributions-Ed & Non-Prof Rec Org,48171
2018,General Operating Fund,Fire,1,Personal Services,100,Salary Control,19057
2018,General Operating Fund,Fire,1,Personal Services,100,Salary Control,250000
2018,General Operating Fund,Fire,1,Personal Services,100,Salary Control,18694
2018,General Operating Fund,Fire,1,Personal Services,100,Salary Control,62883
2018,General Operating Fund,Fire,1,Personal Services,101,Perm Full Time-Civilian,3298243
2018,General Operating Fund,Fire,1,Personal Services,101,Perm Full Time-Civilian,67416
2018,General Operating Fund,Fire,1,Personal Services,101,Perm Full Time-Civilian,2769251
2018,General Operating Fund,Fire,1,Personal Services,101,Perm Full Time-Civilian,116204
2018,General Operating Fund,Fire,1,Personal Services,105,Perm Full Time-Uniform,1628411
2018,General Operating Fund,Fire,1,Personal Services,105,Perm Full Time-Uniform,2308869
2018,General Operating Fund,Fire,1,Personal Services,105,Perm Full Time-Uniform,1722957
2018,General Operating Fund,Fire,1,Personal Services,105,Perm Full Time-Uniform,130952750
2018,General Operating Fund,Fire,1,Personal Services,105,Perm Full Time-Uniform,30353688
2018,General Operating Fund,Fire,1,Personal Services,106,Fire Out of Class-Uniform,42427
2018,General Operating Fund,Fire,1,Personal Services,106,Fire Out of Class-Uniform,1123101
2018,General Operating Fund,Fire,1,Personal Services,106,Fire Out of Class-Uniform,1870353
2018,General Operating Fund,Fire,1,Personal Services,106,Fire Out of Class-Uniform,32510
2018,General Operating Fund,Fire,1,Personal Services,106,Fire Out of Class-Uniform,53774
2018,General Operating Fund,Fire,1,Personal Services,107,Fire Out of Class Prem(2hr Dif),12530715
2018,General Operating Fund,Fire,1,Personal Services,107,Fire Out of Class Prem(2hr Dif),123188
2018,General Operating Fund,Fire,1,Personal Services,107,Fire Out of Class Prem(2hr Dif),148497
2018,General Operating Fund,Fire,1,Personal Services,107,Fire Out of Class Prem(2hr Dif),238299
2018,General Operating Fund,Fire,1,Personal Services,107,Fire Out of Class Prem(2hr Dif),2680527
2018,General Operating Fund,Fire,1,Personal Services,108,Vacation Buy Back,30593
2018,General Operating Fund,Fire,1,Personal Services,108,Vacation Buy Back,245134
2018,General Operating Fund,Fire,1,Personal Services,108,Vacation Buy Back,24244
2018,General Operating Fund,Fire,1,Personal Services,108,Vacation Buy Back,26015
2018,General Operating Fund,Fire,1,Personal Services,108,Vacation Buy Back,3528
2018,General Operating Fund,Fire,1,Personal Services,109,Plus/Minus Gross Adj,556020
2018,General Operating Fund,Fire,1,Personal Services,109,Plus/Minus Gross Adj,23771
2018,General Operating Fund,Fire,1,Personal Services,109,Plus/Minus Gross Adj,83525
2018,General Operating Fund,Fire,1,Personal Services,109,Plus/Minus Gross Adj,4142
2018,General Operating Fund,Fire,1,Personal Services,110,Uniform Stress Pay,21176
2018,General Operating Fund,Fire,1,Personal Services,110,Uniform Stress Pay,19332
2018,General Operating Fund,Fire,1,Personal Services,110,Uniform Stress Pay,12627
2018,General Operating Fund,Fire,1,Personal Services,121,Temporary/Seasonal,41305
2018,General Operating Fund,Fire,1,Personal Services,152,Uniform Iod Pay (Heart & Lung),133056
2018,General Operating Fund,Fire,1,Personal Services,152,Uniform Iod Pay (Heart & Lung),1750522
2018,General Operating Fund,Fire,1,Personal Services,161,Overtime-Civilian,8274
2018,General Operating Fund,Fire,1,Personal Services,161,Overtime-Civilian,61856
2018,General Operating Fund,Fire,1,Personal Services,161,Overtime-Civilian,1069
2018,General Operating Fund,Fire,1,Personal Services,161,Overtime-Civilian,396667
2018,General Operating Fund,Fire,1,Personal Services,165,Overtime/Shift-Uniform,5113393
2018,General Operating Fund,Fire,1,Personal Services,165,Overtime/Shift-Uniform,13926915
2018,General Operating Fund,Fire,1,Personal Services,165,Overtime/Shift-Uniform,389240
2018,General Operating Fund,Fire,1,Personal Services,165,Overtime/Shift-Uniform,151970
2018,General Operating Fund,Fire,1,Personal Services,165,Overtime/Shift-Uniform,181833
2018,General Operating Fund,Fire,1,Personal Services,166,Overtime/Shift-Fire Out of Class,153635
2018,General Operating Fund,Fire,1,Personal Services,166,Overtime/Shift-Fire Out of Class,33269
2018,General Operating Fund,Fire,1,Personal Services,166,Overtime/Shift-Fire Out of Class,216
2018,General Operating Fund,Fire,1,Personal Services,171,"Holiday ""G""(2/3 Shifts)",52362
2018,General Operating Fund,Fire,1,Personal Services,171,"Holiday ""G""(2/3 Shifts)",1118
2018,General Operating Fund,Fire,1,Personal Services,175,Holiday Pay-Annual,105679
2018,General Operating Fund,Fire,1,Personal Services,175,Holiday Pay-Annual,91303
2018,General Operating Fund,Fire,1,Personal Services,175,Holiday Pay-Annual,1174917
2018,General Operating Fund,Fire,1,Personal Services,175,Holiday Pay-Annual,7138264
2018,General Operating Fund,Fire,1,Personal Services,175,Holiday Pay-Annual,152756
2018,General Operating Fund,Fire,1,Personal Services,181,Shift,60890
2018,General Operating Fund,Fire,1,Personal Services,181,Shift,660402
2018,General Operating Fund,Fire,2,Purchase of Services,201,Cleaning and Laundering,1200
2018,General Operating Fund,Fire,2,Purchase of Services,202,Janitorial Services,7991
2018,General Operating Fund,Fire,2,Purchase of Services,209,Telephone,477
2018,General Operating Fund,Fire,2,Purchase of Services,210,Postage,2416
2018,General Operating Fund,Fire,2,Purchase of Services,211,Transportation,20059
2018,General Operating Fund,Fire,2,Purchase of Services,211,Transportation,3327
2018,General Operating Fund,Fire,2,Purchase of Services,211,Transportation,5000
2018,General Operating Fund,Fire,2,Purchase of Services,211,Transportation,7701
2018,General Operating Fund,Fire,2,Purchase of Services,211,Transportation,1847
2018,General Operating Fund,Fire,2,Purchase of Services,216,Commercial Off-Shelf Comp Software,72
2018,General Operating Fund,Fire,2,Purchase of Services,250,Professional Consult/Spec Services,690000
2018,General Operating Fund,Fire,2,Purchase of Services,250,Professional Consult/Spec Services,3877598
2018,General Operating Fund,Fire,2,Purchase of Services,250,Professional Consult/Spec Services,21200
2018,General Operating Fund,Fire,2,Purchase of Services,255,Dues,16210
2018,General Operating Fund,Fire,2,Purchase of Services,255,Dues,9870
2018,General Operating Fund,Fire,2,Purchase of Services,255,Dues,3500
2018,General Operating Fund,Fire,2,Purchase of Services,256,Seminar and Training Sessions,12000
2018,General Operating Fund,Fire,2,Purchase of Services,256,Seminar and Training Sessions,150000
2018,General Operating Fund,Fire,2,Purchase of Services,256,Seminar and Training Sessions,7913
2018,General Operating Fund,Fire,2,Purchase of Services,256,Seminar and Training Sessions,12000
2018,General Operating Fund,Fire,2,Purchase of Services,256,Seminar and Training Sessions,27000
2018,General Operating Fund,Fire,2,Purchase of Services,260,Repair and Maintenance Charges,27599
2018,General Operating Fund,Fire,2,Purchase of Services,260,Repair and Maintenance Charges,490324
2018,General Operating Fund,Fire,2,Purchase of Services,260,Repair and Maintenance Charges,390163
2018,General Operating Fund,Fire,2,Purchase of Services,285,Rents,4200
2018,General Operating Fund,Fire,3,Materials and Supplies,301,Agricultural and Botanical,7500
2018,General Operating Fund,Fire,3,Materials and Supplies,304,Books and Other Publications,6500
2018,General Operating Fund,Fire,3,Materials and Supplies,304,Books and Other Publications,22242
2018,General Operating Fund,Fire,3,Materials and Supplies,304,Books and Other Publications,55000
2018,General Operating Fund,Fire,3,Materials and Supplies,304,Books and Other Publications,2000
2018,General Operating Fund,Fire,3,Materials and Supplies,304,Books and Other Publications,3000
2018,General Operating Fund,Fire,3,Materials and Supplies,305,Building and Construction,5804
2018,General Operating Fund,Fire,3,Materials and Supplies,307,Chemicals and Gases,55000
2018,General Operating Fund,Fire,3,Materials and Supplies,307,Chemicals and Gases,125000
2018,General Operating Fund,Fire,3,Materials and Supplies,308,Dry Goods/Notions/Wearing Apparel,25000
2018,General Operating Fund,Fire,3,Materials and Supplies,308,Dry Goods/Notions/Wearing Apparel,596200
2018,General Operating Fund,Fire,3,Materials and Supplies,308,Dry Goods/Notions/Wearing Apparel,2465000
2018,General Operating Fund,Fire,3,Materials and Supplies,308,Dry Goods/Notions/Wearing Apparel,23100
2018,General Operating Fund,Fire,3,Materials and Supplies,308,Dry Goods/Notions/Wearing Apparel,38500
2018,General Operating Fund,Fire,3,Materials and Supplies,310,Electrical and Communication,20000
2018,General Operating Fund,Fire,3,Materials and Supplies,310,Electrical and Communication,23000
2018,General Operating Fund,Fire,3,Materials and Supplies,310,Electrical and Communication,4500
2018,General Operating Fund,Fire,3,Materials and Supplies,310,Electrical and Communication,20000
2018,General Operating Fund,Fire,3,Materials and Supplies,312,Fire Fighting and Safety,1000
2018,General Operating Fund,Fire,3,Materials and Supplies,312,Fire Fighting and Safety,428826
2018,General Operating Fund,Fire,3,Materials and Supplies,312,Fire Fighting and Safety,10000
2018,General Operating Fund,Fire,3,Materials and Supplies,312,Fire Fighting and Safety,591799
2018,General Operating Fund,Fire,3,Materials and Supplies,313,Food,559
2018,General Operating Fund,Fire,3,Materials and Supplies,314,Fuel -- Heating and Lighting,100000
2018,General Operating Fund,Fire,3,Materials and Supplies,316,General Hardware and Minor Tools,3000
2018,General Operating Fund,Fire,3,Materials and Supplies,316,General Hardware and Minor Tools,33216
2018,General Operating Fund,Fire,3,Materials and Supplies,317,Hospital and Laboratory,7000
2018,General Operating Fund,Fire,3,Materials and Supplies,317,Hospital and Laboratory,2100000
2018,General Operating Fund,Fire,3,Materials and Supplies,317,Hospital and Laboratory,4500
2018,General Operating Fund,Fire,3,Materials and Supplies,317,Hospital and Laboratory,1300
2018,General Operating Fund,Fire,3,Materials and Supplies,318,"Janitorial, Laundry and Household",30000
2018,General Operating Fund,Fire,3,Materials and Supplies,318,"Janitorial, Laundry and Household",124367
2018,General Operating Fund,Fire,3,Materials and Supplies,320,Office Materials and Supplies,300
2018,General Operating Fund,Fire,3,Materials and Supplies,320,Office Materials and Supplies,20000
2018,General Operating Fund,Fire,3,Materials and Supplies,320,Office Materials and Supplies,5000
2018,General Operating Fund,Fire,3,Materials and Supplies,320,Office Materials and Supplies,150000
2018,General Operating Fund,Fire,3,Materials and Supplies,320,Office Materials and Supplies,1500
2018,General Operating Fund,Fire,3,Materials and Supplies,322,Small Power Tools and Hand Tools,30000
2018,General Operating Fund,Fire,3,Materials and Supplies,323,Plumbing/Air Conditioning/Space Htg,5000
2018,General Operating Fund,Fire,3,Materials and Supplies,324,"Precision, Photographic and Artists",85000
2018,General Operating Fund,Fire,3,Materials and Supplies,324,"Precision, Photographic and Artists",1000
2018,General Operating Fund,Fire,3,Materials and Supplies,324,"Precision, Photographic and Artists",500
2018,General Operating Fund,Fire,3,Materials and Supplies,324,"Precision, Photographic and Artists",5500
2018,General Operating Fund,Fire,3,Materials and Supplies,325,Printing,7000
2018,General Operating Fund,Fire,3,Materials and Supplies,325,Printing,2500
2018,General Operating Fund,Fire,3,Materials and Supplies,325,Printing,52879
2018,General Operating Fund,Fire,3,Materials and Supplies,325,Printing,1500
2018,General Operating Fund,Fire,3,Materials and Supplies,326,Recreational and Educational,6000
2018,General Operating Fund,Fire,3,Materials and Supplies,342,Liquid Propane Gas (Lpg),482
2018,General Operating Fund,Fire,3,Materials and Supplies,399,Other Materials and Supplies (Noc),2500
2018,General Operating Fund,Fire,3,Materials and Supplies,399,Other Materials and Supplies (Noc),250
2018,General Operating Fund,Fire,3,Materials and Supplies,399,Other Materials and Supplies (Noc),300
2018,General Operating Fund,Fire,4,Equipment,411,General Equipment and Machinery,5000
2018,General Operating Fund,Fire,4,Equipment,412,Fire Fighting and Emergency,3000
2018,General Operating Fund,Fire,4,Equipment,412,Fire Fighting and Emergency,200525
2018,General Operating Fund,Fire,4,Equipment,412,Fire Fighting and Emergency,763386
2018,General Operating Fund,Fire,4,Equipment,417,Hospital and Laboratory,2500
2018,General Operating Fund,Fire,4,Equipment,420,Office Equipment,20000
2018,General Operating Fund,Fire,4,Equipment,420,Office Equipment,12000
2018,General Operating Fund,Fire,4,Equipment,420,Office Equipment,2000
2018,General Operating Fund,Fire,4,Equipment,424,"Precision, Photographic and Artist",20000
2018,General Operating Fund,Fire,4,Equipment,427,Computer Equipment & Peripherals,2500
2018,General Operating Fund,Fire,4,Equipment,427,Computer Equipment & Peripherals,8000
2018,General Operating Fund,Fire,4,Equipment,427,Computer Equipment & Peripherals,7000
2018,General Operating Fund,Fire,4,Equipment,428,Vehicles -- Motor and Motorless,75000
2018,General Operating Fund,Fire,4,Equipment,430,Furniture and Furnishings,22000
2018,General Operating Fund,Fire,4,Equipment,430,Furniture and Furnishings,12000
2018,General Operating Fund,Fire,4,Equipment,430,Furniture and Furnishings,6000
2018,General Operating Fund,Fire,4,Equipment,430,Furniture and Furnishings,50000
2018,General Operating Fund,Fire,4,Equipment,499,Other Equipment (Noc),1500
2018,General Operating Fund,Fire,4,Equipment,499,Other Equipment (Noc),13000
2018,General Operating Fund,Fire,4,Equipment,499,Other Equipment (Noc),3000
2018,General Operating Fund,Fire,4,Equipment,499,Other Equipment (Noc),3000
2018,General Operating Fund,Fire,8,Payments to Other Funds,803,Payments to Water Fund,7972000
