fiscal_year,fund,department,class_id,class,minor_class_id,minor_class,total
2016,General Operating Fund,Prisons,1,Personal Services,199,Sick Pay(b Time)-civilian,$338304.00
2016,General Operating Fund,Prisons,2,Purchase of Services,201,Cleaning and Laundering,$540000.00
2016,General Operating Fund,Prisons,2,Purchase of Services,202,Janitorial Services,$57500.00
2016,General Operating Fund,Prisons,2,Purchase of Services,205,Refuse/garbage/silt/sludge Removal,$28000.00
2016,General Operating Fund,Prisons,2,Purchase of Services,209,Telephone,$34000.00
2016,General Operating Fund,Prisons,2,Purchase of Services,210,Postage,$23000.00
2016,General Operating Fund,Prisons,2,Purchase of Services,211,Transportation,$132500.00
2016,General Operating Fund,Prisons,2,Purchase of Services,215,Licenses Permits Inspection Charges,$1085.00
2016,General Operating Fund,Prisons,2,Purchase of Services,216,Commercial Off-shelf Comp Software,$8999.00
2016,General Operating Fund,Prisons,2,Purchase of Services,230,Meals-non-travel & Officl Entertain,$8000.00
2016,General Operating Fund,Prisons,2,Purchase of Services,240,Advertising/promotional Activities,$3000.00
2016,General Operating Fund,Prisons,2,Purchase of Services,250,Professional Consult/spec Services,$89786616.00
2016,General Operating Fund,Prisons,2,Purchase of Services,255,Dues,$8000.00
2016,General Operating Fund,Prisons,2,Purchase of Services,256,Seminar and Training Sessions,$74500.00
2016,General Operating Fund,Prisons,2,Purchase of Services,257,Architectural & Engineering Srvcs,$28580.00
2016,General Operating Fund,Prisons,2,Purchase of Services,260,Repair and Maintenance Charges,$1471147.00
2016,General Operating Fund,Prisons,2,Purchase of Services,266,Maint/support-computr Hardware/soft,$100000.00
2016,General Operating Fund,Prisons,2,Purchase of Services,284,Ground and Building Rental,$145119.00
2016,General Operating Fund,Prisons,2,Purchase of Services,285,Rents,$68899.00
2016,General Operating Fund,Prisons,2,Purchase of Services,290,Payments for Care of Individuals,$12806278.00
2016,General Operating Fund,Prisons,2,Purchase of Services,299,Other Expenses (not Othrwse Clssfd),$129778.00
2016,General Operating Fund,Prisons,3,Materials and Supplies,301,Agricultural and Botanical,$5000.00
2016,General Operating Fund,Prisons,3,Materials and Supplies,302,"Animal, Livestock and Marine Life",$2000.00
2016,General Operating Fund,Prisons,3,Materials and Supplies,303,"Bakeshop, Dining Room and Kitchen",$20000.00
2016,General Operating Fund,Prisons,3,Materials and Supplies,304,Books and Other Publications,$14000.00
2016,General Operating Fund,Prisons,3,Materials and Supplies,305,Building and Construction,$230000.00
2016,General Operating Fund,Prisons,3,Materials and Supplies,307,Chemicals and Gases,$21000.00
2016,General Operating Fund,Prisons,3,Materials and Supplies,308,Dry Goods/notions/wearing Apparel,$1567298.00
2016,General Operating Fund,Prisons,3,Materials and Supplies,309,Cordage and Fibers,$500.00
2016,General Operating Fund,Prisons,3,Materials and Supplies,310,Electrical and Communication,$140000.00
2016,General Operating Fund,Prisons,3,Materials and Supplies,311,General Equipment and Machinery,$62000.00
2016,General Operating Fund,Prisons,3,Materials and Supplies,312,Fire Fighting and Safety,$198119.00
2016,General Operating Fund,Prisons,3,Materials and Supplies,313,Food,$6000.00
2016,General Operating Fund,Prisons,3,Materials and Supplies,314,Fuel -- Heating and Lighting,$69375.00
2016,General Operating Fund,Prisons,3,Materials and Supplies,316,General Hardware and Minor Tools,$118000.00
2016,General Operating Fund,Prisons,3,Materials and Supplies,317,Hospital and Laboratory,$73000.00
2016,General Operating Fund,Prisons,3,Materials and Supplies,318,"Janitorial, Laundry and Household",$752000.00
2016,General Operating Fund,Prisons,3,Materials and Supplies,320,Office Materials and Supplies,$202500.00
2016,General Operating Fund,Prisons,3,Materials and Supplies,322,Small Power Tools and Hand Tools,$25000.00
2016,General Operating Fund,Prisons,3,Materials and Supplies,323,Plumbing/air Conditioning/space Htg,$252000.00
2016,General Operating Fund,Prisons,3,Materials and Supplies,324,"Precision, Photographic and Artists",$310000.00
2016,General Operating Fund,Prisons,3,Materials and Supplies,325,Printing,$108500.00
2016,General Operating Fund,Prisons,3,Materials and Supplies,326,Recreational and Educational,$1800.00
2016,General Operating Fund,Prisons,3,Materials and Supplies,328,Motor Vehicle Parts and Accessories,$5000.00
2016,General Operating Fund,Prisons,3,Materials and Supplies,340,#2 Diesel Fuel,$8000.00
2016,General Operating Fund,Prisons,3,Materials and Supplies,342,Liquid Propane Gas (lpg),$4000.00
2016,General Operating Fund,Prisons,3,Materials and Supplies,399,Other Materials and Supplies (noc),$14206.00
2016,General Operating Fund,Prisons,4,Equipment,410,Electrical Lighting Communication,$14000.00
2016,General Operating Fund,Prisons,4,Equipment,411,General Equipment and Machinery,$15000.00
2016,General Operating Fund,Prisons,4,Equipment,412,Fire Fighting and Emergency,$2400.00
2016,General Operating Fund,Prisons,4,Equipment,418,Janitorial and Laundry,$20000.00
2016,General Operating Fund,Prisons,4,Equipment,420,Office Equipment,$18000.00
2016,General Operating Fund,Prisons,4,Equipment,423,Plumbing/air Conditioning/space Htg,$125000.00
2016,General Operating Fund,Prisons,4,Equipment,424,"Precision, Photographic and Artist",$3000.00
2016,General Operating Fund,Prisons,4,Equipment,426,Recreational and Educational,$5000.00
2016,General Operating Fund,Prisons,4,Equipment,427,Computer Equipment & Peripherals,$224739.00
2016,General Operating Fund,Prisons,4,Equipment,430,Furniture and Furnishings,$86989.00
2016,General Operating Fund,Prisons,4,Equipment,499,Other Equipment (noc),$50318.00
2016,General Operating Fund,Prisons,5,"Contributions, Indemnities, Refunds, Taxes",506,Prisoner Inmate & Resident Payments,$1301757.00
2016,General Operating Fund,Office of Supportive Housing,1,Personal Services,100,Salary Control,$11500.00
2016,General Operating Fund,Office of Supportive Housing,1,Personal Services,101,Perm Full Time-civilian,$8013879.00
2016,General Operating Fund,Office of Supportive Housing,1,Personal Services,161,Overtime Civilian,$204809.00
2016,General Operating Fund,Office of Supportive Housing,1,Personal Services,171,"Holiday ""g""(2/3 Shifts)",$37072.00
2016,General Operating Fund,Office of Supportive Housing,1,Personal Services,181,Shift,$13953.00
2016,General Operating Fund,Office of Supportive Housing,2,Purchase of Services,201,Cleaning and Laundering,$36000.00
2016,General Operating Fund,Office of Supportive Housing,2,Purchase of Services,209,Telephone,$35000.00
2016,General Operating Fund,Office of Supportive Housing,2,Purchase of Services,210,Postage,$15500.00
2016,General Operating Fund,Office of Supportive Housing,2,Purchase of Services,211,Transportation,$44800.00
2016,General Operating Fund,Office of Supportive Housing,2,Purchase of Services,215,Licenses Permits Inspection Charges,$150.00
2016,Water Operating Fund,Revenue,2,Purchase of Services,285,Rents,$25508.00
2016,General Operating Fund,Office of Supportive Housing,2,Purchase of Services,216,Commercial Off-shelf Comp Software,$9000.00
2016,General Operating Fund,Office of Supportive Housing,2,Purchase of Services,250,Professional Consult/spec Services,$5522905.00
2016,General Operating Fund,Office of Supportive Housing,2,Purchase of Services,254,Mental Health & Retardation Service,$16200.00
2016,General Operating Fund,Office of Supportive Housing,2,Purchase of Services,255,Dues,$1500.00
2016,General Operating Fund,Office of Supportive Housing,2,Purchase of Services,256,Seminar and Training Sessions,$5500.00
2016,General Operating Fund,Office of Supportive Housing,2,Purchase of Services,260,Repair and Maintenance Charges,$62000.00
2016,General Operating Fund,Office of Supportive Housing,2,Purchase of Services,284,Ground and Building Rental,$3163002.00
2016,General Operating Fund,Office of Supportive Housing,2,Purchase of Services,285,Rents,$25000.00
2016,General Operating Fund,Office of Supportive Housing,2,Purchase of Services,290,Payments for Care of Individuals,$27950064.00
2016,General Operating Fund,Office of Supportive Housing,3,Materials and Supplies,303,"Bakeshop, Dining Room and Kitchen",$10000.00
2016,General Operating Fund,Office of Supportive Housing,3,Materials and Supplies,305,Building and Construction,$7868.00
2016,General Operating Fund,Office of Supportive Housing,3,Materials and Supplies,308,Dry Goods/notions/wearing Apparel,$22598.00
2016,General Operating Fund,Office of Supportive Housing,3,Materials and Supplies,310,Electrical and Communication,$2767.00
2016,General Operating Fund,Office of Supportive Housing,3,Materials and Supplies,313,Food,$2500.00
2016,General Operating Fund,Office of Supportive Housing,3,Materials and Supplies,314,Fuel -- Heating and Lighting,$7500.00
2016,General Operating Fund,Office of Supportive Housing,3,Materials and Supplies,316,General Hardware and Minor Tools,$5700.00
2016,General Operating Fund,Office of Supportive Housing,3,Materials and Supplies,317,Hospital and Laboratory,$12000.00
2016,General Operating Fund,Office of Supportive Housing,3,Materials and Supplies,318,"Janitorial, Laundry and Household",$43383.00
2016,General Operating Fund,Office of Supportive Housing,3,Materials and Supplies,320,Office Materials and Supplies,$26314.00
2016,General Operating Fund,Office of Supportive Housing,3,Materials and Supplies,324,"Precision, Photographic and Artists",$9148.00
2016,General Operating Fund,Office of Supportive Housing,3,Materials and Supplies,325,Printing,$10000.00
2016,General Operating Fund,Office of Supportive Housing,3,Materials and Supplies,326,Recreational and Educational,$1800.00
2016,General Operating Fund,Office of Supportive Housing,3,Materials and Supplies,399,Other Materials and Supplies (noc),$599.00
2016,General Operating Fund,Office of Supportive Housing,4,Equipment,418,Janitorial and Laundry,$20000.00
2016,General Operating Fund,Office of Supportive Housing,4,Equipment,420,Office Equipment,$38010.00
2016,General Operating Fund,Office of Supportive Housing,4,Equipment,427,Computer Equipment & Peripherals,$50388.00
2016,General Operating Fund,Office of Supportive Housing,4,Equipment,430,Furniture and Furnishings,$73552.00
2016,General Operating Fund,Office of Supportive Housing,5,"Contributions, Indemnities, Refunds, Taxes",506,Prisoner Inmate & Resident Payments,$32421.00
2016,General Operating Fund,Fleet Management,1,Personal Services,100,Salary Control,$131797.00
2016,General Operating Fund,Fleet Management,1,Personal Services,101,Perm Full Time-civilian,$14324837.00
2016,General Operating Fund,Fleet Management,1,Personal Services,121,Temporary Seasonal,$85611.00
2016,General Operating Fund,Fleet Management,1,Personal Services,161,Overtime Civilian,$1818478.00
2016,General Operating Fund,Fleet Management,1,Personal Services,171,"Holiday ""g""(2/3 Shifts)",$120143.00
2016,General Operating Fund,Fleet Management,1,Personal Services,181,Shift,$64027.00
2016,General Operating Fund,Fleet Management,2,Purchase of Services,201,Cleaning and Laundering,$62000.00
2016,General Operating Fund,Fleet Management,2,Purchase of Services,202,Janitorial Services,$348000.00
2016,General Operating Fund,Fleet Management,2,Purchase of Services,209,Telephone,$10000.00
2016,General Operating Fund,Fleet Management,2,Purchase of Services,210,Postage,$2000.00
2016,General Operating Fund,Fleet Management,2,Purchase of Services,211,Transportation,$10000.00
2016,General Operating Fund,Fleet Management,2,Purchase of Services,215,Licenses Permits Inspection Charges,$76000.00
2016,General Operating Fund,Fleet Management,2,Purchase of Services,250,Professional Consult/spec Services,$554000.00
2016,General Operating Fund,Fleet Management,2,Purchase of Services,255,Dues,$4000.00
2016,General Operating Fund,Fleet Management,2,Purchase of Services,256,Seminar and Training Sessions,$24000.00
2016,General Operating Fund,Fleet Management,2,Purchase of Services,260,Repair and Maintenance Charges,$3514396.00
2016,General Operating Fund,Fleet Management,2,Purchase of Services,280,Insurance and Official Bonds,$12000.00
2016,General Operating Fund,Fleet Management,2,Purchase of Services,283,Lease Purchase -- Vehicles,$4500000.00
2016,General Operating Fund,Fleet Management,2,Purchase of Services,285,Rents,$90000.00
2016,General Operating Fund,Fleet Management,2,Purchase of Services,286,Rental of Parking Spaces,$398000.00
2016,General Operating Fund,Fleet Management,3,Materials and Supplies,304,Books and Other Publications,$65000.00
2016,General Operating Fund,Fleet Management,3,Materials and Supplies,305,Building and Construction,$155000.00
2016,General Operating Fund,Fleet Management,3,Materials and Supplies,307,Chemicals and Gases,$148000.00
2016,General Operating Fund,Fleet Management,3,Materials and Supplies,308,Dry Goods/notions/wearing Apparel,$125000.00
2016,General Operating Fund,Fleet Management,3,Materials and Supplies,310,Electrical and Communication,$2000.00
2016,General Operating Fund,Fleet Management,3,Materials and Supplies,312,Fire Fighting and Safety,$15000.00
2016,General Operating Fund,Fleet Management,3,Materials and Supplies,313,Food,$2000.00
2016,General Operating Fund,Fleet Management,3,Materials and Supplies,314,Fuel -- Heating and Lighting,$14000.00
2016,General Operating Fund,Fleet Management,3,Materials and Supplies,316,General Hardware and Minor Tools,$38000.00
2016,General Operating Fund,Fleet Management,3,Materials and Supplies,317,Hospital and Laboratory,$3000.00
2016,General Operating Fund,Fleet Management,3,Materials and Supplies,318,"Janitorial, Laundry and Household",$63000.00
2016,General Operating Fund,Fleet Management,3,Materials and Supplies,320,Office Materials and Supplies,$25000.00
2016,General Operating Fund,Fleet Management,3,Materials and Supplies,322,Small Power Tools and Hand Tools,$76000.00
2016,General Operating Fund,Fleet Management,3,Materials and Supplies,323,Plumbing/air Conditioning/space Htg,$1000.00
2016,General Operating Fund,Fleet Management,3,Materials and Supplies,324,"Precision, Photographic and Artists",$20000.00
2016,General Operating Fund,Fleet Management,3,Materials and Supplies,325,Printing,$8000.00
2016,General Operating Fund,Fleet Management,3,Materials and Supplies,328,Motor Vehicle Parts and Accessories,$9371811.00
2016,General Operating Fund,Fleet Management,3,Materials and Supplies,335,Lubricants,$545400.00
2016,General Operating Fund,Fleet Management,3,Materials and Supplies,340,#2 Diesel Fuel,$5796000.00
2016,General Operating Fund,Fleet Management,3,Materials and Supplies,345,Gasoline,$8190000.00
2016,General Operating Fund,Fleet Management,4,Equipment,403,"Bakeshop, Dining Room and Kitchen",$1500.00
2016,General Operating Fund,Fleet Management,4,Equipment,405,"Construction, Dredging, Conveying",$3000.00
2016,General Operating Fund,Fleet Management,4,Equipment,410,Electrical Lighting Communication,$3500.00
2016,General Operating Fund,Fleet Management,4,Equipment,411,General Equipment and Machinery,$188000.00
2016,General Operating Fund,Fleet Management,4,Equipment,418,Janitorial and Laundry,$5000.00
2016,General Operating Fund,Fleet Management,4,Equipment,420,Office Equipment,$15000.00
2016,General Operating Fund,Fleet Management,4,Equipment,423,Plumbing/air Conditioning/space Htg,$2000.00
2016,General Operating Fund,Fleet Management,4,Equipment,424,"Precision, Photographic and Artist",$2000.00
2016,General Operating Fund,Fleet Management,4,Equipment,427,Computer Equipment & Peripherals,$60000.00
2016,General Operating Fund,Fleet Management,4,Equipment,428,Vehicles -- Motor and Motorless,$10465000.00
2016,General Operating Fund,Fleet Management,4,Equipment,430,Furniture and Furnishings,$20000.00
2016,General Operating Fund,Licenses & Inspections,1,Personal Services,100,Salary Control,$180000.00
2016,General Operating Fund,Licenses & Inspections,1,Personal Services,101,Perm Full Time-civilian,$19119111.00
2016,General Operating Fund,Licenses & Inspections,1,Personal Services,161,Overtime Civilian,$465000.00
2016,General Operating Fund,Licenses & Inspections,1,Personal Services,171,"Holiday ""g""(2/3 Shifts)",$5350.00
2016,General Operating Fund,Licenses & Inspections,1,Personal Services,181,Shift,$1250.00
2016,General Operating Fund,Licenses & Inspections,2,Purchase of Services,201,Cleaning and Laundering,$500.00
2016,General Operating Fund,Licenses & Inspections,2,Purchase of Services,202,Janitorial Services,$29700.00
2016,General Operating Fund,Licenses & Inspections,2,Purchase of Services,205,Refuse/garbage/silt/sludge Removal,$2000.00
2016,General Operating Fund,Licenses & Inspections,2,Purchase of Services,209,Telephone,$26507.00
2016,General Operating Fund,Licenses & Inspections,2,Purchase of Services,210,Postage,$500.00
2016,General Operating Fund,Licenses & Inspections,2,Purchase of Services,211,Transportation,$177157.00
2016,General Operating Fund,Licenses & Inspections,2,Purchase of Services,230,Meals-non-travel & Officl Entertain,$1000.00
2016,General Operating Fund,Licenses & Inspections,2,Purchase of Services,240,Advertising/promotional Activities,$10000.00
2016,General Operating Fund,Licenses & Inspections,2,Purchase of Services,250,Professional Consult/spec Services,$730012.00
2016,General Operating Fund,Licenses & Inspections,2,Purchase of Services,251,Information Technology-prof Service,$7560.00
2016,General Operating Fund,Licenses & Inspections,2,Purchase of Services,255,Dues,$4502.00
2016,General Operating Fund,Licenses & Inspections,2,Purchase of Services,256,Seminar and Training Sessions,$390376.00
2016,General Operating Fund,Licenses & Inspections,2,Purchase of Services,258,Court Reporters,$1000.00
2016,General Operating Fund,Licenses & Inspections,2,Purchase of Services,260,Repair and Maintenance Charges,$337300.00
2016,General Operating Fund,Licenses & Inspections,2,Purchase of Services,262,Demolition of Buildings,$8408812.00
2016,General Operating Fund,Licenses & Inspections,2,Purchase of Services,266,Maint/support-computr Hardware/soft,$7838.00
2016,General Operating Fund,Licenses & Inspections,2,Purchase of Services,285,Rents,$19900.00
2016,General Operating Fund,Licenses & Inspections,2,Purchase of Services,286,Rental of Parking Spaces,$106492.00
2016,General Operating Fund,Licenses & Inspections,2,Purchase of Services,295,Purchase Services-imprest Advances,$750.00
2016,General Operating Fund,Licenses & Inspections,3,Materials and Supplies,304,Books and Other Publications,$16326.00
2016,General Operating Fund,Licenses & Inspections,3,Materials and Supplies,305,Building and Construction,$108641.00
2016,General Operating Fund,Records,2,Purchase of Services,250,Professional Consult/spec Services,$871154.00
2016,General Operating Fund,Licenses & Inspections,3,Materials and Supplies,308,Dry Goods/notions/wearing Apparel,$35250.00
2016,General Operating Fund,Licenses & Inspections,3,Materials and Supplies,310,Electrical and Communication,$7500.00
2016,General Operating Fund,Licenses & Inspections,3,Materials and Supplies,312,Fire Fighting and Safety,$202800.00
2016,General Operating Fund,Licenses & Inspections,3,Materials and Supplies,316,General Hardware and Minor Tools,$4100.00
2016,General Operating Fund,Licenses & Inspections,3,Materials and Supplies,318,"Janitorial, Laundry and Household",$33052.00
2016,General Operating Fund,Licenses & Inspections,3,Materials and Supplies,320,Office Materials and Supplies,$55000.00
2016,General Operating Fund,Licenses & Inspections,3,Materials and Supplies,322,Small Power Tools and Hand Tools,$50000.00
2016,General Operating Fund,Licenses & Inspections,3,Materials and Supplies,324,"Precision, Photographic and Artists",$30400.00
2016,General Operating Fund,Licenses & Inspections,3,Materials and Supplies,325,Printing,$2500.00
2016,General Operating Fund,Licenses & Inspections,4,Equipment,405,"Construction, Dredging, Conveying",$800.00
2016,General Operating Fund,Licenses & Inspections,4,Equipment,411,General Equipment and Machinery,$2200.00
2016,General Operating Fund,Licenses & Inspections,4,Equipment,420,Office Equipment,$66809.00
2016,General Operating Fund,Licenses & Inspections,4,Equipment,423,Plumbing/air Conditioning/space Htg,$1300.00
2016,General Operating Fund,Licenses & Inspections,4,Equipment,424,"Precision, Photographic and Artist",$6300.00
2016,General Operating Fund,Licenses & Inspections,4,Equipment,427,Computer Equipment & Peripherals,$4605.00
2016,General Operating Fund,Licenses & Inspections,4,Equipment,428,Vehicles -- Motor and Motorless,$130000.00
2016,General Operating Fund,Licenses & Inspections,4,Equipment,430,Furniture and Furnishings,$686358.00
2016,General Operating Fund,Board of Licenses & Inspections,1,Personal Services,101,Perm Full Time-civilian,$99445.00
2016,General Operating Fund,Board of Licenses & Inspections,1,Personal Services,131,Board,$57909.00
2016,General Operating Fund,Board of Licenses & Inspections,2,Purchase of Services,258,Court Reporters,$10436.00
2016,General Operating Fund,Board of Building Standards,1,Personal Services,101,Perm Full Time-civilian,$49737.00
2016,General Operating Fund,Board of Building Standards,1,Personal Services,131,Board,$24233.00
2016,General Operating Fund,Zoning Board,1,Personal Services,101,Perm Full Time-civilian,$221130.00
2016,General Operating Fund,Zoning Board,1,Personal Services,131,Board,$116619.00
2016,General Operating Fund,Zoning Board,2,Purchase of Services,258,Court Reporters,$34541.00
2016,General Operating Fund,Records,1,Personal Services,100,Salary Control,$1000.00
2016,General Operating Fund,Records,1,Personal Services,101,Perm Full Time-civilian,$2794226.00
2016,General Operating Fund,Records,1,Personal Services,109,Plus/minus Gross Adj,$35105.00
2016,General Operating Fund,Records,1,Personal Services,121,Temporary Seasonal,$46169.00
2016,General Operating Fund,Records,1,Personal Services,131,Board,$30279.00
2016,General Operating Fund,Records,1,Personal Services,161,Overtime Civilian,$150172.00
2016,General Operating Fund,Records,1,Personal Services,181,Shift,$1881.00
2016,General Operating Fund,Records,2,Purchase of Services,210,Postage,$980.00
2016,General Operating Fund,Records,2,Purchase of Services,211,Transportation,$65.00
2016,General Operating Fund,Records,2,Purchase of Services,215,Licenses Permits Inspection Charges,$4013.00
2016,General Operating Fund,Records,2,Purchase of Services,216,Commercial Off-shelf Comp Software,$1600.00
2016,General Operating Fund,Records,2,Purchase of Services,251,Information Technology-prof Service,$455000.00
2016,General Operating Fund,Records,2,Purchase of Services,260,Repair and Maintenance Charges,$115892.00
2016,General Operating Fund,Records,2,Purchase of Services,266,Maint/support-computr Hardware/soft,$160556.00
2016,General Operating Fund,Records,2,Purchase of Services,285,Rents,$1575.00
2016,General Operating Fund,Records,2,Purchase of Services,286,Rental of Parking Spaces,$3900.00
2016,General Operating Fund,Records,2,Purchase of Services,298,Payments for Burials and Graves,$1364.00
2016,General Operating Fund,Records,2,Purchase of Services,299,Other Expenses (not Othrwse Clssfd),$2680.00
2016,General Operating Fund,Records,3,Materials and Supplies,304,Books and Other Publications,$107.00
2016,General Operating Fund,Records,3,Materials and Supplies,320,Office Materials and Supplies,$16676.00
2016,General Operating Fund,Records,3,Materials and Supplies,323,Plumbing/air Conditioning/space Htg,$1845.00
2016,General Operating Fund,Records,3,Materials and Supplies,324,"Precision, Photographic and Artists",$26108.00
2016,General Operating Fund,Records,3,Materials and Supplies,325,Printing,$13235.00
2016,General Operating Fund,Records,3,Materials and Supplies,326,Recreational and Educational,$2431.00
2016,General Operating Fund,Records,3,Materials and Supplies,345,Gasoline,$100.00
2016,General Operating Fund,Records,4,Equipment,420,Office Equipment,$4147.00
2016,General Operating Fund,Records,4,Equipment,423,Plumbing/air Conditioning/space Htg,$172.00
2016,General Operating Fund,Records,4,Equipment,427,Computer Equipment & Peripherals,$67374.00
2016,General Operating Fund,Records,4,Equipment,430,Furniture and Furnishings,$3640.00
2016,General Operating Fund,Records,4,Equipment,499,Other Equipment (noc),$7923.00
2016,General Operating Fund,Records,5,"Contributions, Indemnities, Refunds, Taxes",504,Meritorious Awards,$1456.00
2016,General Operating Fund,Historical Commission,1,Personal Services,101,Perm Full Time-civilian,$411150.00
2016,General Operating Fund,Historical Commission,1,Personal Services,131,Board,$11621.00
2016,General Operating Fund,Historical Commission,2,Purchase of Services,209,Telephone,$600.00
2016,General Operating Fund,Historical Commission,2,Purchase of Services,260,Repair and Maintenance Charges,$380.00
2016,General Operating Fund,Historical Commission,3,Materials and Supplies,320,Office Materials and Supplies,$809.00
2016,General Operating Fund,Art Museum,5,"Contributions, Indemnities, Refunds, Taxes",517,Contributions-gov & Non-prof Not Ed,$2550000.00
2016,General Operating Fund,Director of Finance,1,Personal Services,100,Salary Control,$39025.00
2016,General Operating Fund,Director of Finance,1,Personal Services,101,Perm Full Time-civilian,$8623513.00
2016,General Operating Fund,Director of Finance,1,Personal Services,111,Perm Part Time,$28123.00
2016,General Operating Fund,Director of Finance,1,Personal Services,121,Temporary Seasonal,$33045.00
2016,General Operating Fund,Director of Finance,1,Personal Services,131,Board,$45000.00
2016,General Operating Fund,Director of Finance,1,Personal Services,161,Overtime Civilian,$32649.00
2016,General Operating Fund,Director of Finance,1,Personal Services,171,"Holiday ""g""(2/3 Shifts)",$565.00
2016,General Operating Fund,Finance - Employee Benefits,1,Personal Services,186,Flex Cash,$800000.00
2016,General Operating Fund,Finance - Employee Benefits,1,Personal Services,187,Worker's Comp-disability Comp,$32867982.00
2016,General Operating Fund,Finance - Employee Benefits,1,Personal Services,188,Worker's Comp-medical,$25220818.00
2016,General Operating Fund,Finance - Employee Benefits,1,Personal Services,189,Medicare Tax,$21608703.00
2016,General Operating Fund,Finance - Employee Benefits,1,Personal Services,190,Pension-obligation Bond Payments,$113270454.00
2016,General Operating Fund,Finance - Employee Benefits,1,Personal Services,191,Pension,$498430800.00
2016,General Operating Fund,Finance - Employee Benefits,1,Personal Services,192,FICA Taxes,$50822751.00
2016,General Operating Fund,Finance - Employee Benefits,1,Personal Services,193,Medical Health & Welfare Credit,$411484132.00
2016,General Operating Fund,Finance - Employee Benefits,1,Personal Services,194,Group Life Insurance,$8100386.00
2016,General Operating Fund,Finance - Employee Benefits,1,Personal Services,195,Group Legal Insurance,$4849842.00
2016,General Operating Fund,Finance - Employee Benefits,1,Personal Services,196,Unemployment Comp Insurance,$4580260.00
2016,General Operating Fund,Finance - Employee Benefits,1,Personal Services,197,Auto Mechanic Tool Insurance,$146267.00
2016,General Operating Fund,Director of Finance,2,Purchase of Services,210,Postage,$3073.00
2016,General Operating Fund,Director of Finance,2,Purchase of Services,211,Transportation,$3000.00
2016,General Operating Fund,Director of Finance,2,Purchase of Services,230,Meals-non-travel & Officl Entertain,$66102.00
2016,General Operating Fund,Director of Finance,2,Purchase of Services,240,Advertising/promotional Activities,$46.00
2016,General Operating Fund,Director of Finance,2,Purchase of Services,250,Professional Consult/spec Services,$1721975.00
2016,General Operating Fund,Director of Finance,2,Purchase of Services,251,Information Technology-prof Service,$1412500.00
2016,General Operating Fund,Director of Finance,2,Purchase of Services,252,Accounting and Auditing Services,$45000.00
2016,General Operating Fund,Director of Finance,2,Purchase of Services,255,Dues,$91946.00
2016,General Operating Fund,Director of Finance,2,Purchase of Services,256,Seminar and Training Sessions,$2759.00
2016,General Operating Fund,Director of Finance,2,Purchase of Services,258,Court Reporters,$15849.00
2016,General Operating Fund,Director of Finance,2,Purchase of Services,260,Repair and Maintenance Charges,$13645.00
2016,General Operating Fund,Director of Finance,2,Purchase of Services,266,Maint/support-computr Hardware/soft,$29901.00
2016,General Operating Fund,Director of Finance,2,Purchase of Services,277,Witness Fees,$171518.00
2016,General Operating Fund,Director of Finance,2,Purchase of Services,280,Insurance and Official Bonds,$796900.00
2016,General Operating Fund,Director of Finance,2,Purchase of Services,285,Rents,$3940.00
2016,General Operating Fund,Director of Finance,2,Purchase of Services,286,Rental of Parking Spaces,$1000.00
2016,General Operating Fund,Director of Finance,2,Purchase of Services,298,Payments for Burials and Graves,$161345.00
2016,General Operating Fund,Director of Finance,2,Purchase of Services,299,Other Expenses (not Othrwse Clssfd),$1980.00
2016,General Operating Fund,Director of Finance,3,Materials and Supplies,304,Books and Other Publications,$14731.00
2016,General Operating Fund,Director of Finance,3,Materials and Supplies,320,Office Materials and Supplies,$47078.00
2016,General Operating Fund,Director of Finance,3,Materials and Supplies,324,"Precision, Photographic and Artists",$5734.00
2016,General Operating Fund,Director of Finance,3,Materials and Supplies,325,Printing,$27615.00
2016,General Operating Fund,Director of Finance,4,Equipment,420,Office Equipment,$15616.00
2016,General Operating Fund,Director of Finance,5,"Contributions, Indemnities, Refunds, Taxes",504,Meritorious Awards,$25000.00
2016,General Operating Fund,Director of Finance,5,"Contributions, Indemnities, Refunds, Taxes",505,Contributions-ed & Non-prof Rec Org,$109493880.00
2016,General Operating Fund,Director of Finance,5,"Contributions, Indemnities, Refunds, Taxes",512,Refunds,$250000.00
2016,General Operating Fund,Director of Finance,5,"Contributions, Indemnities, Refunds, Taxes",513,Indemnities-interdepartmental Trans,$38000000.00
2016,General Operating Fund,Director of Finance,5,"Contributions, Indemnities, Refunds, Taxes",517,Contributions-gov & Non-prof Not Ed,$4375000.00
2016,General Operating Fund,Revenue,1,Personal Services,100,Salary Control,$204500.00
2016,General Operating Fund,Revenue,1,Personal Services,101,Perm Full Time-civilian,$17953438.00
2016,General Operating Fund,Revenue,1,Personal Services,121,Temporary Seasonal,$833000.00
2016,General Operating Fund,Revenue,1,Personal Services,161,Overtime Civilian,$612825.00
2016,General Operating Fund,Revenue,1,Personal Services,171,"Holiday ""g""(2/3 Shifts)",$9000.00
2016,General Operating Fund,Revenue,1,Personal Services,181,Shift,$4801.00
2016,General Operating Fund,Revenue,2,Purchase of Services,209,Telephone,$675.00
2016,General Operating Fund,Revenue,2,Purchase of Services,210,Postage,$2319769.00
2016,General Operating Fund,Revenue,2,Purchase of Services,211,Transportation,$12680.00
2016,General Operating Fund,Revenue,2,Purchase of Services,216,Commercial Off-shelf Comp Software,$835.00
