fiscal_year,fund,department,class_id,class,subclass_id,subclass,total
2017,General Operating Fund,Streets,03,Materials and Supplies,0320,Office Materials and Supplies,13346
2017,General Operating Fund,Streets,03,Materials and Supplies,0320,Office Materials and Supplies,14693
2017,General Operating Fund,Streets,03,Materials and Supplies,0320,Office Materials and Supplies,13943
2017,General Operating Fund,Streets,03,Materials and Supplies,0322,Small Power Tools and Hand Tools,4265
2017,General Operating Fund,Streets,03,Materials and Supplies,0322,Small Power Tools and Hand Tools,30000
2017,General Operating Fund,Streets,03,Materials and Supplies,0322,Small Power Tools and Hand Tools,17794
2017,General Operating Fund,Streets,03,Materials and Supplies,0322,Small Power Tools and Hand Tools,18367
2017,General Operating Fund,Streets,03,Materials and Supplies,0323,Plumbing/Air Conditioning/Space Htg,42000
2017,General Operating Fund,Streets,03,Materials and Supplies,0323,Plumbing/Air Conditioning/Space Htg,1000
2017,General Operating Fund,Streets,03,Materials and Supplies,0323,Plumbing/Air Conditioning/Space Htg,910
2017,General Operating Fund,Streets,03,Materials and Supplies,0323,Plumbing/Air Conditioning/Space Htg,15405
2017,General Operating Fund,Streets,03,Materials and Supplies,0324,"Precision, Photographic and Artists",11830
2017,General Operating Fund,Streets,03,Materials and Supplies,0324,"Precision, Photographic and Artists",25500
2017,General Operating Fund,Streets,03,Materials and Supplies,0324,"Precision, Photographic and Artists",15000
2017,General Operating Fund,Streets,03,Materials and Supplies,0324,"Precision, Photographic and Artists",14572
2017,General Operating Fund,Streets,03,Materials and Supplies,0324,"Precision, Photographic and Artists",18200
2017,General Operating Fund,Streets,03,Materials and Supplies,0325,Printing,35000
2017,General Operating Fund,Streets,03,Materials and Supplies,0325,Printing,55
2017,General Operating Fund,Streets,03,Materials and Supplies,0325,Printing,1700
2017,General Operating Fund,Streets,03,Materials and Supplies,0325,Printing,1820
2017,General Operating Fund,Streets,03,Materials and Supplies,0325,Printing,8785
2017,General Operating Fund,Streets,03,Materials and Supplies,0325,Printing,8019
2017,General Operating Fund,Streets,03,Materials and Supplies,0328,Motor Vehicle Parts and Accessories,16500
2017,General Operating Fund,Streets,03,Materials and Supplies,0335,Lubricants,269
2017,General Operating Fund,Streets,03,Materials and Supplies,0342,Liquid Propane Gas (Lpg),1955
2017,General Operating Fund,Streets,03,Materials and Supplies,0342,Liquid Propane Gas (Lpg),455
2017,General Operating Fund,Streets,03,Materials and Supplies,0342,Liquid Propane Gas (Lpg),1000
2017,General Operating Fund,Streets,03,Materials and Supplies,0342,Liquid Propane Gas (Lpg),10505
2017,General Operating Fund,Streets,03,Materials and Supplies,0399,Other Materials and Supplies (Noc),32680
2017,General Operating Fund,Streets,03,Materials and Supplies,0399,Other Materials and Supplies (Noc),5648
2017,General Operating Fund,Streets,04,Equipment,0405,"Construction, Dredging, Conveying",2455
2017,General Operating Fund,Streets,04,Equipment,0410,Electrical Lighting Communication,1018
2017,General Operating Fund,Streets,04,Equipment,0410,Electrical Lighting Communication,6570
2017,General Operating Fund,Streets,04,Equipment,0410,Electrical Lighting Communication,13200
2017,General Operating Fund,Streets,04,Equipment,0411,General Equipment and Machinery,5000
2017,General Operating Fund,Streets,04,Equipment,0411,General Equipment and Machinery,40664
2017,General Operating Fund,Streets,04,Equipment,0411,General Equipment and Machinery,16100
2017,General Operating Fund,Streets,04,Equipment,0418,Janitorial and Laundry,299
2017,General Operating Fund,Streets,04,Equipment,0420,Office Equipment,530
2017,General Operating Fund,Streets,04,Equipment,0420,Office Equipment,7122
2017,General Operating Fund,Streets,04,Equipment,0420,Office Equipment,9220
2017,General Operating Fund,Streets,04,Equipment,0420,Office Equipment,2521
2017,General Operating Fund,Streets,04,Equipment,0423,Plumbing/Air Conditioning/Space Htg,11807
2017,General Operating Fund,Streets,04,Equipment,0423,Plumbing/Air Conditioning/Space Htg,10487
2017,General Operating Fund,Streets,04,Equipment,0424,"Precision, Photographic and Artist",15527
2017,General Operating Fund,Streets,04,Equipment,0424,"Precision, Photographic and Artist",51158
2017,General Operating Fund,Streets,04,Equipment,0424,"Precision, Photographic and Artist",2271
2017,General Operating Fund,Streets,04,Equipment,0424,"Precision, Photographic and Artist",826
2017,General Operating Fund,Streets,04,Equipment,0427,Computer Equipment & Peripherals,11172
2017,General Operating Fund,Streets,04,Equipment,0427,Computer Equipment & Peripherals,372
2017,General Operating Fund,Streets,04,Equipment,0428,Vehicles -- Motor and Motorless,136000
2017,General Operating Fund,Streets,04,Equipment,0430,Furniture and Furnishings,3150
2017,General Operating Fund,Streets,04,Equipment,0430,Furniture and Furnishings,8600
2017,General Operating Fund,Streets,04,Equipment,0430,Furniture and Furnishings,10922
2017,General Operating Fund,Streets,04,Equipment,0430,Furniture and Furnishings,18151
2017,General Operating Fund,Streets,04,Equipment,0430,Furniture and Furnishings,10000
2017,General Operating Fund,Streets,04,Equipment,0499,Other Equipment (Noc),735
2017,General Operating Fund,Streets,04,Equipment,0499,Other Equipment (Noc),64000
2017,General Operating Fund,Streets,04,Equipment,0499,Other Equipment (Noc),347
2017,General Operating Fund,Streets,05,"Contributions, Indemnities, Refunds, Taxes",0504,Meritorious Awards,5000
2017,General Operating Fund,Streets,05,"Contributions, Indemnities, Refunds, Taxes",0505,Contributions-Ed & Non-Prof Rec Org,48171
2017,General Operating Fund,Fire,01,Personal Services,0100,Salary Control,45000
2017,General Operating Fund,Fire,01,Personal Services,0100,Salary Control,647506
2017,General Operating Fund,Fire,01,Personal Services,0100,Salary Control,83000
2017,General Operating Fund,Fire,01,Personal Services,0100,Salary Control,65000
2017,General Operating Fund,Fire,01,Personal Services,0100,Salary Control,31700
2017,General Operating Fund,Fire,01,Personal Services,0101,Perm Full Time-Civilian,3104608
2017,General Operating Fund,Fire,01,Personal Services,0101,Perm Full Time-Civilian,2590548
2017,General Operating Fund,Fire,01,Personal Services,0101,Perm Full Time-Civilian,40892
2017,General Operating Fund,Fire,01,Personal Services,0101,Perm Full Time-Civilian,99783
2017,General Operating Fund,Fire,01,Personal Services,0101,Perm Full Time-Civilian,109548
2017,General Operating Fund,Fire,01,Personal Services,0105,Perm Full Time-Uniform,851704
2017,General Operating Fund,Fire,01,Personal Services,0105,Perm Full Time-Uniform,25275118
2017,General Operating Fund,Fire,01,Personal Services,0105,Perm Full Time-Uniform,1933812
2017,General Operating Fund,Fire,01,Personal Services,0105,Perm Full Time-Uniform,1514844
2017,General Operating Fund,Fire,01,Personal Services,0105,Perm Full Time-Uniform,118327591
2017,General Operating Fund,Fire,01,Personal Services,0106,Fire Out of Class-Uniform,986941
2017,General Operating Fund,Fire,01,Personal Services,0106,Fire Out of Class-Uniform,34393
2017,General Operating Fund,Fire,01,Personal Services,0106,Fire Out of Class-Uniform,77686
2017,General Operating Fund,Fire,01,Personal Services,0106,Fire Out of Class-Uniform,1919404
2017,General Operating Fund,Fire,01,Personal Services,0106,Fire Out of Class-Uniform,79788
2017,General Operating Fund,Fire,01,Personal Services,0107,Fire Out of Class Prem(2hr Dif),9461502
2017,General Operating Fund,Fire,01,Personal Services,0107,Fire Out of Class Prem(2hr Dif),60760
2017,General Operating Fund,Fire,01,Personal Services,0107,Fire Out of Class Prem(2hr Dif),122123
2017,General Operating Fund,Fire,01,Personal Services,0107,Fire Out of Class Prem(2hr Dif),135534
2017,General Operating Fund,Fire,01,Personal Services,0107,Fire Out of Class Prem(2hr Dif),2151589
2017,General Operating Fund,Fire,01,Personal Services,0108,Vacation Buy Back,24244
2017,General Operating Fund,Fire,01,Personal Services,0108,Vacation Buy Back,245134
2017,General Operating Fund,Fire,01,Personal Services,0108,Vacation Buy Back,3528
2017,General Operating Fund,Fire,01,Personal Services,0108,Vacation Buy Back,26015
2017,General Operating Fund,Fire,01,Personal Services,0108,Vacation Buy Back,30593
2017,General Operating Fund,Fire,01,Personal Services,0109,Plus/Minus Gross Adj,8866
2017,General Operating Fund,Fire,01,Personal Services,0109,Plus/Minus Gross Adj,695110
2017,General Operating Fund,Fire,01,Personal Services,0109,Plus/Minus Gross Adj,7093
2017,General Operating Fund,Fire,01,Personal Services,0109,Plus/Minus Gross Adj,8302
2017,General Operating Fund,Fire,01,Personal Services,0109,Plus/Minus Gross Adj,99050
2017,General Operating Fund,Fire,01,Personal Services,0110,Uniform Stress Pay,12627
2017,General Operating Fund,Fire,01,Personal Services,0110,Uniform Stress Pay,19332
2017,General Operating Fund,Fire,01,Personal Services,0110,Uniform Stress Pay,21176
2017,General Operating Fund,Fire,01,Personal Services,0121,Temporary/Seasonal,29968
2017,General Operating Fund,Fire,01,Personal Services,0131,Board,1000
2017,General Operating Fund,Fire,01,Personal Services,0152,Uniform Iod Pay (Heart & Lung),296786
2017,General Operating Fund,Fire,01,Personal Services,0152,Uniform Iod Pay (Heart & Lung),1764449
2017,General Operating Fund,Fire,01,Personal Services,0161,Overtime-Civilian,324260
2017,General Operating Fund,Fire,01,Personal Services,0161,Overtime-Civilian,6393
2017,General Operating Fund,Fire,01,Personal Services,0161,Overtime-Civilian,93000
2017,General Operating Fund,Fire,01,Personal Services,0161,Overtime-Civilian,9982
2017,General Operating Fund,Fire,01,Personal Services,0165,Overtime/Shift-Uniform,13556195
2017,General Operating Fund,Fire,01,Personal Services,0165,Overtime/Shift-Uniform,5143701
2017,General Operating Fund,Fire,01,Personal Services,0165,Overtime/Shift-Uniform,127239
2017,General Operating Fund,Fire,01,Personal Services,0165,Overtime/Shift-Uniform,266596
2017,General Operating Fund,Fire,01,Personal Services,0165,Overtime/Shift-Uniform,111228
2017,General Operating Fund,Fire,01,Personal Services,0166,Overtime/Shift-Fire Out of Class,216
2017,General Operating Fund,Fire,01,Personal Services,0166,Overtime/Shift-Fire Out of Class,33269
2017,General Operating Fund,Fire,01,Personal Services,0166,Overtime/Shift-Fire Out of Class,153635
2017,General Operating Fund,Fire,01,Personal Services,0171,"Holiday ""G""(2/3 Shifts)",50657
2017,General Operating Fund,Fire,01,Personal Services,0171,"Holiday ""G""(2/3 Shifts)",1440
2017,General Operating Fund,Fire,01,Personal Services,0175,Holiday Pay-Annual,144176
2017,General Operating Fund,Fire,01,Personal Services,0175,Holiday Pay-Annual,85478
2017,General Operating Fund,Fire,01,Personal Services,0175,Holiday Pay-Annual,6640829
2017,General Operating Fund,Fire,01,Personal Services,0175,Holiday Pay-Annual,72000
2017,General Operating Fund,Fire,01,Personal Services,0175,Holiday Pay-Annual,1231981
2017,General Operating Fund,Fire,01,Personal Services,0181,Shift,25000
2017,General Operating Fund,Fire,01,Personal Services,0181,Shift,248240
2017,General Operating Fund,Fire,02,Purchase of Services,0201,Cleaning and Laundering,1200
2017,General Operating Fund,Fire,02,Purchase of Services,0202,Janitorial Services,7991
2017,General Operating Fund,Fire,02,Purchase of Services,0209,Telephone,477
2017,General Operating Fund,Fire,02,Purchase of Services,0210,Postage,2416
2017,General Operating Fund,Fire,02,Purchase of Services,0211,Transportation,7701
2017,General Operating Fund,Fire,02,Purchase of Services,0211,Transportation,1847
2017,General Operating Fund,Fire,02,Purchase of Services,0211,Transportation,2410
2017,General Operating Fund,Fire,02,Purchase of Services,0211,Transportation,20059
2017,General Operating Fund,Fire,02,Purchase of Services,0211,Transportation,3327
2017,General Operating Fund,Fire,02,Purchase of Services,0216,Commercial Off-Shelf Comp Software,72
2017,General Operating Fund,Fire,02,Purchase of Services,0250,Professional Consult/Spec Services,21200
2017,General Operating Fund,Fire,02,Purchase of Services,0250,Professional Consult/Spec Services,3616686
2017,General Operating Fund,Fire,02,Purchase of Services,0250,Professional Consult/Spec Services,7443
2017,General Operating Fund,Fire,02,Purchase of Services,0250,Professional Consult/Spec Services,40000
2017,General Operating Fund,Fire,02,Purchase of Services,0250,Professional Consult/Spec Services,584688
2017,General Operating Fund,Fire,02,Purchase of Services,0255,Dues,9870
2017,General Operating Fund,Fire,02,Purchase of Services,0255,Dues,16210
2017,General Operating Fund,Fire,02,Purchase of Services,0256,Seminar and Training Sessions,27000
2017,General Operating Fund,Fire,02,Purchase of Services,0256,Seminar and Training Sessions,83958
2017,General Operating Fund,Fire,02,Purchase of Services,0256,Seminar and Training Sessions,7913
2017,General Operating Fund,Fire,02,Purchase of Services,0256,Seminar and Training Sessions,585
2017,General Operating Fund,Fire,02,Purchase of Services,0260,Repair and Maintenance Charges,8710
2017,General Operating Fund,Fire,02,Purchase of Services,0260,Repair and Maintenance Charges,4532
2017,General Operating Fund,Fire,02,Purchase of Services,0260,Repair and Maintenance Charges,421542
2017,General Operating Fund,Fire,02,Purchase of Services,0260,Repair and Maintenance Charges,22927
2017,General Operating Fund,Fire,02,Purchase of Services,0260,Repair and Maintenance Charges,426250
2017,General Operating Fund,Fire,02,Purchase of Services,0285,Rents,4200
2017,General Operating Fund,Fire,02,Purchase of Services,0285,Rents,7446
2017,General Operating Fund,Fire,02,Purchase of Services,0285,Rents,5348
2017,General Operating Fund,Fire,02,Purchase of Services,0295,Purchase Services-Imprest Advances,3000
2017,General Operating Fund,Fire,02,Purchase of Services,0299,Other Expenses (Not Othrwse Clssfd),3473
2017,General Operating Fund,Fire,02,Purchase of Services,0299,Other Expenses (Not Othrwse Clssfd),4672
2017,General Operating Fund,Fire,03,Materials and Supplies,0304,Books and Other Publications,22242
2017,General Operating Fund,Fire,03,Materials and Supplies,0304,Books and Other Publications,5000
2017,General Operating Fund,Fire,03,Materials and Supplies,0304,Books and Other Publications,13082
2017,General Operating Fund,Fire,03,Materials and Supplies,0304,Books and Other Publications,52910
2017,General Operating Fund,Fire,03,Materials and Supplies,0304,Books and Other Publications,16400
2017,General Operating Fund,Fire,03,Materials and Supplies,0305,Building and Construction,5804
2017,General Operating Fund,Fire,03,Materials and Supplies,0307,Chemicals and Gases,43000
2017,General Operating Fund,Fire,03,Materials and Supplies,0307,Chemicals and Gases,100000
2017,General Operating Fund,Fire,03,Materials and Supplies,0308,Dry Goods/Notions/Wearing Apparel,22000
2017,General Operating Fund,Fire,03,Materials and Supplies,0308,Dry Goods/Notions/Wearing Apparel,603716
2017,General Operating Fund,Fire,03,Materials and Supplies,0308,Dry Goods/Notions/Wearing Apparel,19800
2017,General Operating Fund,Fire,03,Materials and Supplies,0308,Dry Goods/Notions/Wearing Apparel,22000
2017,General Operating Fund,Fire,03,Materials and Supplies,0308,Dry Goods/Notions/Wearing Apparel,2552290
2017,General Operating Fund,Fire,03,Materials and Supplies,0310,Electrical and Communication,9248
2017,General Operating Fund,Fire,03,Materials and Supplies,0310,Electrical and Communication,43386
2017,General Operating Fund,Fire,03,Materials and Supplies,0310,Electrical and Communication,26271
2017,General Operating Fund,Fire,03,Materials and Supplies,0310,Electrical and Communication,17856
2017,General Operating Fund,Fire,03,Materials and Supplies,0312,Fire Fighting and Safety,9840
2017,General Operating Fund,Fire,03,Materials and Supplies,0312,Fire Fighting and Safety,748659
2017,General Operating Fund,Fire,03,Materials and Supplies,0312,Fire Fighting and Safety,14032
2017,General Operating Fund,Fire,03,Materials and Supplies,0312,Fire Fighting and Safety,1100
2017,General Operating Fund,Fire,03,Materials and Supplies,0313,Food,559
2017,General Operating Fund,Fire,03,Materials and Supplies,0313,Food,286
2017,General Operating Fund,Fire,03,Materials and Supplies,0314,Fuel -- Heating and Lighting,100000
2017,General Operating Fund,Fire,03,Materials and Supplies,0316,General Hardware and Minor Tools,33216
2017,General Operating Fund,Fire,03,Materials and Supplies,0317,Hospital and Laboratory,1450848
2017,General Operating Fund,Fire,03,Materials and Supplies,0317,Hospital and Laboratory,9000
2017,General Operating Fund,Fire,03,Materials and Supplies,0317,Hospital and Laboratory,7000
2017,General Operating Fund,Fire,03,Materials and Supplies,0317,Hospital and Laboratory,1394
2017,General Operating Fund,Fire,03,Materials and Supplies,0318,"Janitorial, Laundry and Household",10000
2017,General Operating Fund,Fire,03,Materials and Supplies,0318,"Janitorial, Laundry and Household",124367
2017,General Operating Fund,Fire,03,Materials and Supplies,0320,Office Materials and Supplies,168121
2017,General Operating Fund,Fire,03,Materials and Supplies,0320,Office Materials and Supplies,20000
2017,General Operating Fund,Fire,03,Materials and Supplies,0320,Office Materials and Supplies,174
2017,General Operating Fund,Fire,03,Materials and Supplies,0320,Office Materials and Supplies,9000
2017,General Operating Fund,Fire,03,Materials and Supplies,0320,Office Materials and Supplies,10081
2017,General Operating Fund,Fire,03,Materials and Supplies,0322,Small Power Tools and Hand Tools,14766
2017,General Operating Fund,Fire,03,Materials and Supplies,0324,"Precision, Photographic and Artists",1920
2017,General Operating Fund,Fire,03,Materials and Supplies,0324,"Precision, Photographic and Artists",11000
2017,General Operating Fund,Fire,03,Materials and Supplies,0324,"Precision, Photographic and Artists",81916
2017,General Operating Fund,Fire,03,Materials and Supplies,0324,"Precision, Photographic and Artists",1000
2017,General Operating Fund,Fire,03,Materials and Supplies,0325,Printing,3856
2017,General Operating Fund,Fire,03,Materials and Supplies,0325,Printing,1000
2017,General Operating Fund,Fire,03,Materials and Supplies,0325,Printing,5000
2017,General Operating Fund,Fire,03,Materials and Supplies,0325,Printing,52879
2017,General Operating Fund,Fire,03,Materials and Supplies,0328,Motor Vehicle Parts and Accessories,548
2017,General Operating Fund,Fire,03,Materials and Supplies,0342,Liquid Propane Gas (Lpg),482
2017,General Operating Fund,Fire,03,Materials and Supplies,0399,Other Materials and Supplies (Noc),285
2017,General Operating Fund,Fire,03,Materials and Supplies,0399,Other Materials and Supplies (Noc),12
2017,General Operating Fund,Fire,03,Materials and Supplies,0399,Other Materials and Supplies (Noc),944
2017,General Operating Fund,Fire,03,Materials and Supplies,0399,Other Materials and Supplies (Noc),5044
2017,General Operating Fund,Fire,04,Equipment,0403,"Bakeshop, Dining Room and Kitchen",556
2017,General Operating Fund,Fire,04,Equipment,0412,Fire Fighting and Emergency,156240
2017,General Operating Fund,Fire,04,Equipment,0412,Fire Fighting and Emergency,463696
2017,General Operating Fund,Fire,04,Equipment,0412,Fire Fighting and Emergency,6000
2017,General Operating Fund,Fire,04,Equipment,0417,Hospital and Laboratory,4640
2017,General Operating Fund,Fire,04,Equipment,0420,Office Equipment,24860
2017,General Operating Fund,Fire,04,Equipment,0420,Office Equipment,9000
2017,General Operating Fund,Fire,04,Equipment,0420,Office Equipment,4000
2017,General Operating Fund,Fire,04,Equipment,0427,Computer Equipment & Peripherals,17107
2017,General Operating Fund,Fire,04,Equipment,0427,Computer Equipment & Peripherals,5043
2017,General Operating Fund,Fire,04,Equipment,0428,Vehicles -- Motor and Motorless,164928
2017,General Operating Fund,Fire,04,Equipment,0430,Furniture and Furnishings,22336
2017,General Operating Fund,Fire,04,Equipment,0430,Furniture and Furnishings,11408
2017,General Operating Fund,Fire,04,Equipment,0430,Furniture and Furnishings,14872
2017,General Operating Fund,Fire,04,Equipment,0430,Furniture and Furnishings,4191
2017,General Operating Fund,Fire,04,Equipment,0499,Other Equipment (Noc),6621
2017,General Operating Fund,Fire,04,Equipment,0499,Other Equipment (Noc),26688
2017,General Operating Fund,Fire,04,Equipment,0499,Other Equipment (Noc),1974
2017,General Operating Fund,Fire,04,Equipment,0499,Other Equipment (Noc),3520
2017,General Operating Fund,Fire,08,Payments to Other Funds,0803,Payments to Water Fund,7647000
2017,General Operating Fund,Health,01,Personal Services,0100,Salary Control,80000
2017,General Operating Fund,Health,01,Personal Services,0100,Salary Control,20000
2017,General Operating Fund,Health,01,Personal Services,0100,Salary Control,200
2017,General Operating Fund,Health,01,Personal Services,0100,Salary Control,10000
2017,General Operating Fund,Health,01,Personal Services,0100,Salary Control,20000
2017,General Operating Fund,Health,01,Personal Services,0100,Salary Control,10000
2017,General Operating Fund,Health,01,Personal Services,0100,Salary Control,40000
2017,General Operating Fund,Health,01,Personal Services,0100,Salary Control,95000
2017,General Operating Fund,Health,01,Personal Services,0100,Salary Control,421
2017,General Operating Fund,Health,01,Personal Services,0100,Salary Control,60000
2017,General Operating Fund,Health,01,Personal Services,0101,Perm Full Time-Civilian,2951352
2017,General Operating Fund,Health,01,Personal Services,0101,Perm Full Time-Civilian,1307922
2017,General Operating Fund,Health,01,Personal Services,0101,Perm Full Time-Civilian,2140544
2017,General Operating Fund,Health,01,Personal Services,0101,Perm Full Time-Civilian,1549095
2017,General Operating Fund,Health,01,Personal Services,0101,Perm Full Time-Civilian,291089
2017,General Operating Fund,Health,01,Personal Services,0101,Perm Full Time-Civilian,191579
2017,General Operating Fund,Health,01,Personal Services,0101,Perm Full Time-Civilian,425238
2017,General Operating Fund,Health,01,Personal Services,0101,Perm Full Time-Civilian,16791474
2017,General Operating Fund,Health,01,Personal Services,0101,Perm Full Time-Civilian,1041261
2017,General Operating Fund,Health,01,Personal Services,0101,Perm Full Time-Civilian,416781
2017,General Operating Fund,Health,01,Personal Services,0101,Perm Full Time-Civilian,299030
2017,General Operating Fund,Health,01,Personal Services,0101,Perm Full Time-Civilian,1260456
2017,General Operating Fund,Health,01,Personal Services,0101,Perm Full Time-Civilian,174008
2017,General Operating Fund,Health,01,Personal Services,0101,Perm Full Time-Civilian,1206092
2017,General Operating Fund,Health,01,Personal Services,0101,Perm Full Time-Civilian,651749
2017,General Operating Fund,Health,01,Personal Services,0101,Perm Full Time-Civilian,227751
2017,General Operating Fund,Health,01,Personal Services,0101,Perm Full Time-Civilian,1130141
2017,General Operating Fund,Health,01,Personal Services,0101,Perm Full Time-Civilian,3928870
2017,General Operating Fund,Health,01,Personal Services,0101,Perm Full Time-Civilian,1267125
2017,General Operating Fund,Health,01,Personal Services,0101,Perm Full Time-Civilian,550501
2017,General Operating Fund,Health,01,Personal Services,0101,Perm Full Time-Civilian,952716
2017,General Operating Fund,Health,01,Personal Services,0101,Perm Full Time-Civilian,81545
2017,General Operating Fund,Health,01,Personal Services,0101,Perm Full Time-Civilian,815060
2017,General Operating Fund,Health,01,Personal Services,0101,Perm Full Time-Civilian,1001942
2017,General Operating Fund,Health,01,Personal Services,0109,Plus/Minus Gross Adj,78
2017,General Operating Fund,Health,01,Personal Services,0111,Perm Part Time,6472256
2017,General Operating Fund,Health,01,Personal Services,0111,Perm Part Time,160719
2017,General Operating Fund,Health,01,Personal Services,0111,Perm Part Time,153047
2017,General Operating Fund,Health,01,Personal Services,0111,Perm Part Time,1288877
2017,General Operating Fund,Health,01,Personal Services,0121,Temporary/Seasonal,26000
2017,General Operating Fund,Health,01,Personal Services,0121,Temporary/Seasonal,26000
2017,General Operating Fund,Health,01,Personal Services,0121,Temporary/Seasonal,100000
2017,General Operating Fund,Health,01,Personal Services,0161,Overtime-Civilian,78000
2017,General Operating Fund,Health,01,Personal Services,0161,Overtime-Civilian,780000
2017,General Operating Fund,Health,01,Personal Services,0161,Overtime-Civilian,29
2017,General Operating Fund,Health,01,Personal Services,0161,Overtime-Civilian,213000
2017,General Operating Fund,Health,01,Personal Services,0161,Overtime-Civilian,43000
2017,General Operating Fund,Health,01,Personal Services,0161,Overtime-Civilian,26000
2017,General Operating Fund,Health,01,Personal Services,0161,Overtime-Civilian,52000
2017,General Operating Fund,Health,01,Personal Services,0161,Overtime-Civilian,42000
2017,General Operating Fund,Health,01,Personal Services,0161,Overtime-Civilian,104000
2017,General Operating Fund,Health,01,Personal Services,0161,Overtime-Civilian,700
2017,General Operating Fund,Health,01,Personal Services,0161,Overtime-Civilian,53000
2017,General Operating Fund,Health,01,Personal Services,0161,Overtime-Civilian,52000
2017,General Operating Fund,Health,01,Personal Services,0161,Overtime-Civilian,39500
2017,General Operating Fund,Health,01,Personal Services,0161,Overtime-Civilian,26000
2017,General Operating Fund,Health,01,Personal Services,0161,Overtime-Civilian,2700
2017,General Operating Fund,Health,01,Personal Services,0161,Overtime-Civilian,81000
2017,General Operating Fund,Health,01,Personal Services,0161,Overtime-Civilian,104000
2017,General Operating Fund,Health,01,Personal Services,0171,"Holiday ""G""(2/3 Shifts)",5200
2017,General Operating Fund,Health,01,Personal Services,0171,"Holiday ""G""(2/3 Shifts)",500
2017,General Operating Fund,Health,01,Personal Services,0171,"Holiday ""G""(2/3 Shifts)",2600
2017,General Operating Fund,Health,01,Personal Services,0171,"Holiday ""G""(2/3 Shifts)",4500
2017,General Operating Fund,Health,01,Personal Services,0171,"Holiday ""G""(2/3 Shifts)",1500
2017,General Operating Fund,Health,01,Personal Services,0171,"Holiday ""G""(2/3 Shifts)",5000
2017,General Operating Fund,Health,01,Personal Services,0181,Shift,645
2017,General Operating Fund,Health,01,Personal Services,0181,Shift,520
2017,General Operating Fund,Health,01,Personal Services,0181,Shift,10400
2017,General Operating Fund,Health,01,Personal Services,0181,Shift,13
2017,General Operating Fund,Health,01,Personal Services,0181,Shift,7800
2017,General Operating Fund,Health,01,Personal Services,0181,Shift,134
2017,General Operating Fund,Health,01,Personal Services,0181,Shift,540
2017,General Operating Fund,Health,01,Personal Services,0181,Shift,675
2017,General Operating Fund,Health,01,Personal Services,0181,Shift,270
2017,General Operating Fund,Health,01,Personal Services,0181,Shift,780
2017,General Operating Fund,Health,01,Personal Services,0181,Shift,130
2017,General Operating Fund,Health,01,Personal Services,0181,Shift,520
2017,General Operating Fund,Health,01,Personal Services,0181,Shift,312
2017,General Operating Fund,Health,01,Personal Services,0181,Shift,135
2017,General Operating Fund,Health,01,Personal Services,0181,Shift,260
2017,General Operating Fund,Health,01,Personal Services,0181,Shift,130
2017,General Operating Fund,Health,01,Personal Services,0181,Shift,531
2017,General Operating Fund,Health,01,Personal Services,0181,Shift,4525
2017,General Operating Fund,Health,02,Purchase of Services,0201,Cleaning and Laundering,800
2017,General Operating Fund,Health,02,Purchase of Services,0202,Janitorial Services,20500
2017,General Operating Fund,Health,02,Purchase of Services,0205,Refuse/Garbage/Silt/Sludge Removal,1977
2017,General Operating Fund,Health,02,Purchase of Services,0205,Refuse/Garbage/Silt/Sludge Removal,95000
2017,General Operating Fund,Health,02,Purchase of Services,0205,Refuse/Garbage/Silt/Sludge Removal,1613
2017,General Operating Fund,Health,02,Purchase of Services,0205,Refuse/Garbage/Silt/Sludge Removal,24179
2017,General Operating Fund,Health,02,Purchase of Services,0205,Refuse/Garbage/Silt/Sludge Removal,2756
2017,General Operating Fund,Health,02,Purchase of Services,0205,Refuse/Garbage/Silt/Sludge Removal,8534
2017,General Operating Fund,Health,02,Purchase of Services,0205,Refuse/Garbage/Silt/Sludge Removal,15000
2017,General Operating Fund,Health,02,Purchase of Services,0209,Telephone,32703
2017,General Operating Fund,Health,02,Purchase of Services,0209,Telephone,58000
2017,General Operating Fund,Health,02,Purchase of Services,0210,Postage,50
2017,General Operating Fund,Health,02,Purchase of Services,0210,Postage,2050
2017,General Operating Fund,Health,02,Purchase of Services,0210,Postage,850
2017,General Operating Fund,Health,02,Purchase of Services,0210,Postage,1200
2017,General Operating Fund,Health,02,Purchase of Services,0210,Postage,1150
2017,General Operating Fund,Health,02,Purchase of Services,0211,Transportation,90
2017,General Operating Fund,Health,02,Purchase of Services,0211,Transportation,1000
2017,General Operating Fund,Health,02,Purchase of Services,0211,Transportation,33801
2017,General Operating Fund,Health,02,Purchase of Services,0211,Transportation,1983
2017,General Operating Fund,Health,02,Purchase of Services,0211,Transportation,800
2017,General Operating Fund,Health,02,Purchase of Services,0211,Transportation,3038
2017,General Operating Fund,Health,02,Purchase of Services,0211,Transportation,1500
2017,General Operating Fund,Health,02,Purchase of Services,0211,Transportation,1119
2017,General Operating Fund,Health,02,Purchase of Services,0211,Transportation,1000
2017,General Operating Fund,Health,02,Purchase of Services,0211,Transportation,360
2017,General Operating Fund,Health,02,Purchase of Services,0215,Licenses Permits Inspection Charges,365
2017,General Operating Fund,Health,02,Purchase of Services,0215,Licenses Permits Inspection Charges,355
2017,General Operating Fund,Health,02,Purchase of Services,0215,Licenses Permits Inspection Charges,19186
2017,General Operating Fund,Health,02,Purchase of Services,0215,Licenses Permits Inspection Charges,18000
