Fiscal Year,Fund,Department,Class ID,Class,Total
2015,General Fund,City Treasurer,300,Materials and Supplies,21224.00
2015,General Fund,City Treasurer,400,Equipment,1000.00
2015,General Fund,Civil Service Commission,100,Personal Services,143541.00
2015,General Fund,Civil Service Commission,200,Purchase of Services,29500.00
2015,General Fund,Civil Service Commission,300,Materials and Supplies,500.00
2015,General Fund,Civil Service Commission,400,Equipment,594.00
2015,General Fund,Civil Service Commission,900,Advances & Other Misc Payments,52837133.00
2015,General Fund,Commerce,100,Personal Services,1889967.00
2015,General Fund,Commerce,200,Purchase of Services,333481.00
2015,General Fund,Commerce,300,Materials and Supplies,26654.00
2015,General Fund,Commerce,500,"Contributions, Indemnities, Refunds, Taxes",500000.00
2015,General Fund,Commerce - Convention Center Subsidy,200,Purchase of Services,15000000.00
2015,General Fund,Commerce - Economic Stimulus,200,Purchase of Services,1294448.00
2015,General Fund,District Attorney,100,Personal Services,31762490.00
2015,General Fund,District Attorney,200,Purchase of Services,1816172.00
2015,General Fund,District Attorney,300,Materials and Supplies,392205.00
2015,General Fund,District Attorney,400,Equipment,111416.00
2015,General Fund,Finance,100,Personal Services,8936046.00
2015,General Fund,Finance,200,Purchase of Services,5302479.00
2015,General Fund,Finance,300,Materials and Supplies,95158.00
2015,General Fund,Finance,400,Equipment,15616.00
2015,General Fund,Finance,500,"Contributions, Indemnities, Refunds, Taxes",4503482.00
2015,General Fund,Finance - Community College Subsidy,500,"Contributions, Indemnities, Refunds, Taxes",26909207.00
2015,General Fund,Finance - Employee Benefits,100,Personal Services,1817314257.00
2015,General Fund,Finance - Hero Scholarship Awards,500,"Contributions, Indemnities, Refunds, Taxes",25000.00
2015,General Fund,Finance - Indemnities,500,"Contributions, Indemnities, Refunds, Taxes",33660000.00
2015,General Fund,Finance - Refunds,500,"Contributions, Indemnities, Refunds, Taxes",250000.00
2015,General Fund,Finance - School District Contribution,500,"Contributions, Indemnities, Refunds, Taxes",69110300.00
2015,General Fund,Finance - Witness Fees,500,"Contributions, Indemnities, Refunds, Taxes",171518.00
2015,General Fund,Fire,100,Personal Services,182883661.00
2015,General Fund,Fire,200,Purchase of Services,5100593.00
2015,General Fund,Fire,300,Materials and Supplies,5954414.00
2015,General Fund,Fire,400,Equipment,4659000.00
2015,General Fund,Fire,800,Payments to Other Funds,8162000.00
2015,General Fund,First Judicial District,100,Personal Services,93202681.00
2015,General Fund,First Judicial District,200,Purchase of Services,10656574.00
2015,General Fund,First Judicial District,300,Materials and Supplies,1870944.00
2015,General Fund,First Judicial District,400,Equipment,520924.00
2015,General Fund,Fleet Management,100,Personal Services,15740507.00
2015,General Fund,Fleet Management,200,Purchase of Services,9604396.00
2015,General Fund,Fleet Management,300,Materials and Supplies,26763211.00
2015,General Fund,Fleet Management,400,Equipment,7665000.00
2015,General Fund,Free Library,100,Personal Services,33919457.00
2015,General Fund,Free Library,200,Purchase of Services,2752077.00
2015,General Fund,Free Library,300,Materials and Supplies,1945796.00
2015,General Fund,Free Library,400,Equipment,56863.00
2015,General Fund,Historical Commission,100,Personal Services,410541.00
2015,General Fund,Historical Commission,200,Purchase of Services,980.00
2015,General Fund,Historical Commission,300,Materials and Supplies,809.00
2015,General Fund,Human Relations Commission,100,Personal Services,2052219.00
2015,General Fund,Human Relations Commission,200,Purchase of Services,34657.00
2015,General Fund,Human Relations Commission,300,Materials and Supplies,12731.00
2015,General Fund,Human Relations Commission,400,Equipment,300.00
2015,General Fund,Human Services,100,Personal Services,24339410.00
2015,General Fund,Human Services,200,Purchase of Services,74127032.00
2015,General Fund,Human Services,300,Materials and Supplies,672474.00
2015,General Fund,Human Services,400,Equipment,341340.00
2015,General Fund,L&I  - Board of Building Standards,100,Personal Services,73229.00
2015,General Fund,L&I  - Board of L&I Review,100,Personal Services,153192.00
2015,General Fund,L&I  - Board of L&I Review,200,Purchase of Services,10436.00
2015,General Fund,L&I  - Zoning Board of Adjustment,100,Personal Services,322856.00
2015,General Fund,L&I  - Zoning Board of Adjustment,200,Purchase of Services,34541.00
2015,General Fund,Labor Relations,100,Personal Services,616047.00
2015,General Fund,Labor Relations,200,Purchase of Services,3277.00
2015,General Fund,Labor Relations,300,Materials and Supplies,6560.00
2015,General Fund,Labor Relations,400,Equipment,1600.00
2015,General Fund,Law,100,Personal Services,7163923.00
2015,General Fund,Law,200,Purchase of Services,6010034.00
2015,General Fund,Law,300,Materials and Supplies,211185.00
2015,General Fund,Law,400,Equipment,37491.00
2015,General Fund,Licenses and Inspections,100,Personal Services,16877190.00
2015,General Fund,Licenses and Inspections,200,Purchase of Services,10042535.00
2015,General Fund,Licenses and Inspections,300,Materials and Supplies,248388.00
2015,General Fund,Licenses and Inspections,400,Equipment,735225.00
2015,General Fund,"Managing Director's Office",100,Personal Services,16050903.00
2015,General Fund,"Managing Director's Office",200,Purchase of Services,59982475.00
2015,General Fund,"Managing Director's Office",300,Materials and Supplies,390575.00
2015,General Fund,"Managing Director's Office",400,Equipment,136244.00
2015,General Fund,"Mayor's Office",100,Personal Services,4151380.00
2015,General Fund,"Mayor's Office",200,Purchase of Services,1040336.00
2015,General Fund,"Mayor's Office",300,Materials and Supplies,47774.00
2015,General Fund,"Mayor's Office",400,Equipment,2391.00
2015,General Fund,"Mayor's Office - Scholarships",500,"Contributions, Indemnities, Refunds, Taxes",200000.00
2015,General Fund,"Mayor's Office of Transportation & Utilities",100,Personal Services,498887.00
2015,General Fund,"Mayor's Office of Transportation & Utilities",200,Purchase of Services,289930.00
2015,General Fund,Mural Arts Program,100,Personal Services,449625.00
2015,General Fund,Mural Arts Program,200,Purchase of Services,1001800.00
2015,General Fund,Office of Arts and Culture,100,Personal Services,199800.00
2015,General Fund,Office of Arts and Culture,200,Purchase of Services,393800.00
2015,General Fund,Office of Arts and Culture,300,Materials and Supplies,7000.00
2015,General Fund,Office of Arts and Culture,500,"Contributions, Indemnities, Refunds, Taxes",3370688.00
2015,General Fund,Office of Behavioral Health and Intellectual disAbilities,100,Personal Services,969170.00
2015,General Fund,Office of Behavioral Health and Intellectual disAbilities,200,Purchase of Services,12975510.00
2015,General Fund,Office of Housing and Community Development,200,Purchase of Services,3020000.00
2015,General Fund,Office of Human Resources,100,Personal Services,5145299.00
2015,General Fund,Office of Human Resources,200,Purchase of Services,802070.00
2015,General Fund,Office of Human Resources,300,Materials and Supplies,65582.00
2015,General Fund,Office of Human Resources,400,Equipment,4350.00
2015,General Fund,Office of Innovation and Technology,100,Personal Services,19715777.00
2015,General Fund,Office of Innovation and Technology,200,Purchase of Services,53996284.00
2015,General Fund,Office of Innovation and Technology,300,Materials and Supplies,1536653.00
2015,General Fund,Office of Innovation and Technology,400,Equipment,6943844.00
2015,General Fund,Office of Property Assessment,100,Personal Services,10717187.00
2015,General Fund,Office of Property Assessment,200,Purchase of Services,2774390.00
2015,General Fund,Office of Property Assessment,300,Materials and Supplies,766600.00
2015,General Fund,Office of Property Assessment,400,Equipment,28000.00
2015,General Fund,Office of Supportive Housing,100,Personal Services,7980900.00
2015,General Fund,Office of Supportive Housing,200,Purchase of Services,35616621.00
2015,General Fund,Office of Supportive Housing,300,Materials and Supplies,162177.00
2015,General Fund,Office of Supportive Housing,400,Equipment,181950.00
2015,General Fund,Office of Supportive Housing,500,"Contributions, Indemnities, Refunds, Taxes",32421.00
2015,General Fund,Office of the Inspector General,100,Personal Services,1326369.00
2015,General Fund,Office of the Inspector General,200,Purchase of Services,192975.00
2015,General Fund,Office of the Inspector General,300,Materials and Supplies,3125.00
2015,General Fund,Office of the Inspector General,400,Equipment,2100.00
2015,General Fund,Parks and Recreation,100,Personal Services,41280955.00
2015,General Fund,Parks and Recreation,200,Purchase of Services,6214525.00
2015,General Fund,Parks and Recreation,300,Materials and Supplies,2343460.00
2015,General Fund,Parks and Recreation,400,Equipment,250345.00
2015,General Fund,Parks and Recreation,500,"Contributions, Indemnities, Refunds, Taxes",2502500.00
2015,General Fund,Police,100,Personal Services,576129350.00
2015,General Fund,Police,200,Purchase of Services,7262807.00
2015,General Fund,Police,300,Materials and Supplies,8546608.00
2015,General Fund,Police,400,Equipment,570894.00
2015,General Fund,Prisons,100,Personal Services,129195262.00
2015,General Fund,Prisons,200,Purchase of Services,105064622.00
2015,General Fund,Prisons,300,Materials and Supplies,4304128.00
2015,General Fund,Prisons,400,Equipment,936045.00
2015,General Fund,Prisons,500,"Contributions, Indemnities, Refunds, Taxes",1301757.00
2015,General Fund,Procurement,100,Personal Services,2330132.00
2015,General Fund,Procurement,200,Purchase of Services,2316267.00
2015,General Fund,Procurement,300,Materials and Supplies,39554.00
2015,General Fund,Procurement,400,Equipment,9500.00
2015,General Fund,Public Health,100,Personal Services,48493089.00
2015,General Fund,Public Health,200,Purchase of Services,60963510.00
2015,General Fund,Public Health,300,Materials and Supplies,5305674.00
2015,General Fund,Public Health,400,Equipment,185094.00
2015,General Fund,Public Health,800,Payments to Other Funds,500000.00
2015,General Fund,Public Property,100,Personal Services,8023182.00
2015,General Fund,Public Property,200,Purchase of Services,77299591.00
2015,General Fund,Public Property,300,Materials and Supplies,1201947.00
2015,General Fund,Public Property,400,Equipment,136588.00
2015,General Fund,Public Property,800,Payments to Other Funds,22552897.00
2015,General Fund,Public Property - SEPTA Subsidy,200,Purchase of Services,70415000.00
2015,General Fund,Records,100,Personal Services,2997796.00
2015,General Fund,Records,200,Purchase of Services,1538779.00
2015,General Fund,Records,300,Materials and Supplies,60502.00
2015,General Fund,Records,400,Equipment,83256.00
2015,General Fund,Records,500,"Contributions, Indemnities, Refunds, Taxes",1456.00
2015,General Fund,Register of Wills,100,Personal Services,3224645.00
2015,General Fund,Register of Wills,200,Purchase of Services,75486.00
2015,General Fund,Register of Wills,300,Materials and Supplies,23850.00
2015,General Fund,Register of Wills,400,Equipment,9360.00
2015,General Fund,Revenue,100,Personal Services,17764545.00
2015,General Fund,Revenue,200,Purchase of Services,4101449.00
2015,General Fund,Revenue,300,Materials and Supplies,526317.00
2015,General Fund,Revenue,400,Equipment,44759.00
2015,General Fund,Sheriff,100,Personal Services,17032412.00
2015,General Fund,Sheriff,200,Purchase of Services,990587.00
2015,General Fund,Sheriff,300,Materials and Supplies,433237.00
2015,General Fund,Sheriff,400,Equipment,38410.00
2015,General Fund,Sinking Fund Commission (Debt Service),200,Purchase of Services,111217306.00
2015,General Fund,Sinking Fund Commission (Debt Service),700,Debt Service,136578259.00
2015,General Fund,Streets,100,Personal Services,67466836.00
2015,General Fund,Streets,200,Purchase of Services,46283455.00
2015,General Fund,Streets,300,Materials and Supplies,3379739.00
2015,General Fund,Streets,400,Equipment,430223.00
2015,General Fund,Streets,500,"Contributions, Indemnities, Refunds, Taxes",53171.00
2015,General Fund,Youth Commission,100,Personal Services,90000.00
2015,General Fund,Youth Commission,200,Purchase of Services,46000.00
2015,General Fund,Youth Commission,300,Materials and Supplies,2580.00
2015,General Fund,Youth Commission,400,Equipment,1500.00
2015,County Liquid Fuels Tax Fund,Streets,100,Personal Services,3734000.00
2015,County Liquid Fuels Tax Fund,Streets,200,Purchase of Services,861000.00
2015,County Liquid Fuels Tax Fund,Streets,300,Materials and Supplies,256330.00
2015,County Liquid Fuels Tax Fund,Streets,400,Equipment,80000.00
2015,County Liquid Fuels Tax Fund,Streets,800,Payments to Other Funds,18670.00
2015,Special Gasoline Tax Fund,Finance,100,Personal Services,1000000.00
2015,Special Gasoline Tax Fund,Streets,100,Personal Services,3000000.00
2015,Special Gasoline Tax Fund,Streets,200,Purchase of Services,15458550.00
2015,Special Gasoline Tax Fund,Streets,300,Materials and Supplies,4871442.00
2015,Special Gasoline Tax Fund,Streets,400,Equipment,3055008.00
2015,Special Gasoline Tax Fund,Streets,800,Payments to Other Funds,15000.00
2015,Health Choices Behavioral Health Fund,Office of Behavioral Health and Intellectual disAbilities,200,Purchase of Services,930952000.00
2015,Health Choices Behavioral Health Fund,Office of Behavioral Health and Intellectual disAbilities,400,Equipment,100000.00
2015,Health Choices Behavioral Health Fund,Office of Behavioral Health and Intellectual disAbilities,800,Payments to Other Funds,1500000.00
2015,Hotel Room Rental Tax Fund,Commerce,500,"Contributions, Indemnities, Refunds, Taxes",59137000.00
2015,Grants Revenue Fund,Auditing,200,Purchase of Services,169999.00
2015,Grants Revenue Fund,Auditing,300,Materials and Supplies,50000.00
2015,Grants Revenue Fund,Auditing,400,Equipment,30000.00
2015,Grants Revenue Fund,City Commissioners,100,Personal Services,100000.00
2015,Grants Revenue Fund,City Commissioners,200,Purchase of Services,600000.00
2015,Grants Revenue Fund,City Commissioners,300,Materials and Supplies,100000.00
2015,Grants Revenue Fund,City Commissioners,400,Equipment,100000.00
2015,Grants Revenue Fund,City Planning Commission,100,Personal Services,120747.00
2015,Grants Revenue Fund,City Planning Commission,200,Purchase of Services,490508.00
2015,Grants Revenue Fund,City Planning Commission,800,Payments to Other Funds,318.00
2015,Grants Revenue Fund,Commerce,100,Personal Services,34814.00
2015,Grants Revenue Fund,Commerce,200,Purchase of Services,12539502.00
2015,Grants Revenue Fund,District Attorney,100,Personal Services,15774000.00
2015,Grants Revenue Fund,District Attorney,200,Purchase of Services,1736412.00
2015,Grants Revenue Fund,District Attorney,300,Materials and Supplies,31000.00
2015,Grants Revenue Fund,District Attorney,400,Equipment,103000.00
2015,Grants Revenue Fund,Finance,900,Advances & Other Misc Payments,200000311.00
2015,Grants Revenue Fund,Fire,100,Personal Services,12091000.00
2015,Grants Revenue Fund,Fire,200,Purchase of Services,1590480.00
2015,Grants Revenue Fund,Fire,300,Materials and Supplies,1357813.00
2015,Grants Revenue Fund,Fire,400,Equipment,425000.00
2015,Grants Revenue Fund,First Judicial District,100,Personal Services,39196921.00
2015,Grants Revenue Fund,First Judicial District,200,Purchase of Services,8845627.00
2015,Grants Revenue Fund,First Judicial District,300,Materials and Supplies,489397.00
2015,Grants Revenue Fund,First Judicial District,400,Equipment,301491.00
2015,Grants Revenue Fund,Free Library,100,Personal Services,1660751.00
2015,Grants Revenue Fund,Free Library,200,Purchase of Services,3544688.00
2015,Grants Revenue Fund,Free Library,300,Materials and Supplies,3150447.00
2015,Grants Revenue Fund,Free Library,400,Equipment,167575.00
2015,Grants Revenue Fund,Human Services,100,Personal Services,113396741.00
2015,Grants Revenue Fund,Human Services,200,Purchase of Services,443660994.00
2015,Grants Revenue Fund,Human Services,300,Materials and Supplies,1426457.00
2015,Grants Revenue Fund,Human Services,400,Equipment,627848.00
2015,Grants Revenue Fund,Licenses and Inspections,200,Purchase of Services,4500000.00
2015,Grants Revenue Fund,"Managing Director's Office",100,Personal Services,1623174.00
2015,Grants Revenue Fund,"Managing Director's Office",200,Purchase of Services,3011529.00
2015,Grants Revenue Fund,"Managing Director's Office",300,Materials and Supplies,210578.00
2015,Grants Revenue Fund,"Managing Director's Office",400,Equipment,126048.00
2015,Grants Revenue Fund,"Mayor's Office",100,Personal Services,1116264.00
2015,Grants Revenue Fund,"Mayor's Office",200,Purchase of Services,658412.00
2015,Grants Revenue Fund,"Mayor's Office",300,Materials and Supplies,7190.00
2015,Grants Revenue Fund,"Mayor's Office",400,Equipment,2146.00
2015,Grants Revenue Fund,"Mayor's Office of Community Services (now CEO)",100,Personal Services,2785226.00
2015,Grants Revenue Fund,"Mayor's Office of Community Services (now CEO)",200,Purchase of Services,13924299.00
2015,Grants Revenue Fund,"Mayor's Office of Community Services (now CEO)",300,Materials and Supplies,45938.00
2015,Grants Revenue Fund,"Mayor's Office of Community Services (now CEO)",400,Equipment,55099.00
2015,Grants Revenue Fund,"Mayor's Office of Transportation & Utilities",100,Personal Services,125000.00
2015,Grants Revenue Fund,"Mayor's Office of Transportation & Utilities",200,Purchase of Services,1016224.00
2015,Grants Revenue Fund,"Mayor's Office of Transportation & Utilities",300,Materials and Supplies,2310.00
2015,Grants Revenue Fund,Office of Behavioral Health and Intellectual disAbilities,100,Personal Services,21639389.00
2015,Grants Revenue Fund,Office of Behavioral Health and Intellectual disAbilities,200,Purchase of Services,232798628.00
2015,Grants Revenue Fund,Office of Behavioral Health and Intellectual disAbilities,300,Materials and Supplies,221250.00
2015,Grants Revenue Fund,Office of Behavioral Health and Intellectual disAbilities,400,Equipment,135940.00
2015,Grants Revenue Fund,Office of Behavioral Health and Intellectual disAbilities,800,Payments to Other Funds,71411.00
2015,Grants Revenue Fund,Office of Housing and Community Development,200,Purchase of Services,92794000.00
2015,Grants Revenue Fund,Office of Innovation and Technology,200,Purchase of Services,385000.00
2015,Grants Revenue Fund,Office of Innovation and Technology,800,Payments to Other Funds,44495234.00
2015,Grants Revenue Fund,Office of Supportive Housing,100,Personal Services,598320.00
2015,Grants Revenue Fund,Office of Supportive Housing,200,Purchase of Services,46419917.00
2015,Grants Revenue Fund,Office of Supportive Housing,300,Materials and Supplies,1206293.00
2015,Grants Revenue Fund,Office of the Inspector General,200,Purchase of Services,13884.00
2015,Grants Revenue Fund,Parks and Recreation,100,Personal Services,2942099.00
2015,Grants Revenue Fund,Parks and Recreation,200,Purchase of Services,1841812.00
2015,Grants Revenue Fund,Parks and Recreation,300,Materials and Supplies,6260692.00
2015,Grants Revenue Fund,Parks and Recreation,400,Equipment,55000.00
2015,Grants Revenue Fund,Police,100,Personal Services,7047374.00
2015,Grants Revenue Fund,Police,200,Purchase of Services,6300270.00
2015,Grants Revenue Fund,Police,300,Materials and Supplies,4955161.00
2015,Grants Revenue Fund,Police,400,Equipment,7664280.00
2015,Grants Revenue Fund,Prisons,200,Purchase of Services,30000.00
2015,Grants Revenue Fund,Public Health,100,Personal Services,15778185.00
2015,Grants Revenue Fund,Public Health,200,Purchase of Services,61182597.00
2015,Grants Revenue Fund,Public Health,300,Materials and Supplies,1225620.00
2015,Grants Revenue Fund,Public Health,400,Equipment,595840.00
2015,Grants Revenue Fund,Public Health,800,Payments to Other Funds,732415.00
2015,Grants Revenue Fund,Revenue,200,Purchase of Services,21150000.00
2015,Grants Revenue Fund,Streets,100,Personal Services,1260111.00
2015,Grants Revenue Fund,Streets,200,Purchase of Services,25449000.00
2015,Grants Revenue Fund,Streets,300,Materials and Supplies,1804000.00
2015,Grants Revenue Fund,Streets,400,Equipment,2305000.00
2015,Community Development Fund,City Planning Commission,100,Personal Services,280000.00
2015,Community Development Fund,Commerce,100,Personal Services,891137.00
2015,Community Development Fund,Commerce,200,Purchase of Services,8482624.00
2015,Community Development Fund,Commerce,300,Materials and Supplies,20000.00
2015,Community Development Fund,Commerce,400,Equipment,35000.00
2015,Community Development Fund,Finance,100,Personal Services,4107582.00
2015,Community Development Fund,Finance,900,Advances & Other Misc Payments,20000000.00
2015,Community Development Fund,Law,100,Personal Services,154637.00
2015,Community Development Fund,Licenses and Inspections,100,Personal Services,514818.00
2015,Community Development Fund,Office of Housing and Community Development,100,Personal Services,4478764.00
2015,Community Development Fund,Office of Housing and Community Development,200,Purchase of Services,45171438.00
2015,Community Development Fund,Office of Housing and Community Development,300,Materials and Supplies,231000.00
2015,Community Development Fund,Office of Housing and Community Development,400,Equipment,50000.00
2015,Community Development Fund,Office of Housing and Community Development,800,Payments to Other Funds,30000.00
2015,Car Rental Tax Fund,Sinking Fund Commission (Debt Service),200,Purchase of Services,6000000.00
2015,Housing Trust Fund,Office of Housing and Community Development,100,Personal Services,1250000.00
2015,Housing Trust Fund,Office of Housing and Community Development,200,Purchase of Services,19250000.00
2015,Water Fund,Finance,100,Personal Services,99690012.00
2015,Water Fund,Finance,500,"Contributions, Indemnities, Refunds, Taxes",6500000.00
2015,Water Fund,Finance,900,Advances & Other Misc Payments,10509598.00
2015,Water Fund,Fleet Management,100,Personal Services,2750258.00
2015,Water Fund,Fleet Management,200,Purchase of Services,1489000.00
2015,Water Fund,Fleet Management,300,Materials and Supplies,4214640.00
2015,Water Fund,Fleet Management,400,Equipment,60000.00
2015,Water Fund,Law,100,Personal Services,2432087.00
2015,Water Fund,Law,200,Purchase of Services,691614.00
2015,Water Fund,Law,300,Materials and Supplies,30000.00
2015,Water Fund,Law,400,Equipment,13010.00
2015,Water Fund,"Mayor's Office of Transportation & Utilities",100,Personal Services,230886.00
2015,Water Fund,Office of Innovation and Technology,100,Personal Services,5741795.00
2015,Water Fund,Office of Innovation and Technology,200,Purchase of Services,11551218.00
2015,Water Fund,Office of Innovation and Technology,300,Materials and Supplies,216200.00
2015,Water Fund,Office of Innovation and Technology,400,Equipment,1601450.00
2015,Water Fund,Procurement,100,Personal Services,69028.00
2015,Water Fund,Public Property,200,Purchase of Services,3959919.00
2015,Water Fund,Revenue,100,Personal Services,10582948.00
2015,Water Fund,Revenue,200,Purchase of Services,4244480.00
2015,Water Fund,Revenue,300,Materials and Supplies,514485.00
2015,Water Fund,Revenue,400,Equipment,126435.00
2015,Water Fund,Revenue,500,"Contributions, Indemnities, Refunds, Taxes",5000.00
2015,Water Fund,Sinking Fund Commission (Debt Service),700,Debt Service,213189924.00
2015,Water Fund,Water,100,Personal Services,94878263.00
2015,Water Fund,Water,200,Purchase of Services,146093400.00
2015,Water Fund,Water,300,Materials and Supplies,45096500.00
2015,Water Fund,Water,400,Equipment,2666850.00
2015,Water Fund,Water,500,"Contributions, Indemnities, Refunds, Taxes",100000.00
2015,Water Fund,Water,800,Payments to Other Funds,66965000.00
2015,Water Residual Fund,Water,800,Payments to Other Funds,29194000.00
2015,Aviation Fund,Commerce,100,Personal Services,42616666.00
2015,Aviation Fund,Commerce,200,Purchase of Services,86567000.00
2015,Aviation Fund,Commerce,300,Materials and Supplies,8254000.00
2015,Aviation Fund,Commerce,400,Equipment,2480000.00
2015,Aviation Fund,Commerce,500,"Contributions, Indemnities, Refunds, Taxes",4205000.00
2015,Aviation Fund,Commerce,800,Payments to Other Funds,24600000.00
2015,Aviation Fund,Finance,100,Personal Services,52448607.00
2015,Aviation Fund,Finance,200,Purchase of Services,4146000.00
2015,Aviation Fund,Finance,300,Materials and Supplies,2512000.00
2015,Aviation Fund,Finance,900,Advances & Other Misc Payments,5102314.00
2015,Aviation Fund,Fire,100,Personal Services,6563366.00
2015,Aviation Fund,Fire,200,Purchase of Services,15000.00
2015,Aviation Fund,Fire,300,Materials and Supplies,85000.00
2015,Aviation Fund,Fire,400,Equipment,40000.00
2015,Aviation Fund,Fire,800,Payments to Other Funds,23000.00
2015,Aviation Fund,Fleet Management,100,Personal Services,1282658.00
2015,Aviation Fund,Fleet Management,200,Purchase of Services,588000.00
2015,Aviation Fund,Fleet Management,300,Materials and Supplies,1253000.00
2015,Aviation Fund,Fleet Management,400,Equipment,5040000.00
2015,Aviation Fund,Law,100,Personal Services,1517243.00
2015,Aviation Fund,Law,200,Purchase of Services,432439.00
2015,Aviation Fund,Law,300,Materials and Supplies,9557.00
2015,Aviation Fund,Law,400,Equipment,14800.00
2015,Aviation Fund,"Mayor's Office of Transportation & Utilities",100,Personal Services,195553.00
2015,Aviation Fund,Office of Innovation and Technology,100,Personal Services,333070.00
2015,Aviation Fund,Office of Innovation and Technology,200,Purchase of Services,7616017.00
2015,Aviation Fund,Office of Innovation and Technology,400,Equipment,715000.00
2015,Aviation Fund,Police,100,Personal Services,14679353.00
2015,Aviation Fund,Police,200,Purchase of Services,77500.00
2015,Aviation Fund,Police,300,Materials and Supplies,77500.00
2015,Aviation Fund,Public Property,100,Personal Services,26900000.00
2015,Aviation Fund,Sinking Fund Commission (Debt Service),700,Debt Service,149463357.00
2015,Acute Care Hospital Assessment Fund,Finance,100,Personal Services,336320.00
2015,Acute Care Hospital Assessment Fund,Public Health,100,Personal Services,4828785.00
2015,Acute Care Hospital Assessment Fund,Public Health,200,Purchase of Services,155351615.00
2015,Acute Care Hospital Assessment Fund,Public Health,300,Materials and Supplies,6280.00
2015,Acute Care Hospital Assessment Fund,Public Health,400,Equipment,5000.00
2015,Acute Care Hospital Assessment Fund,Public Health,800,Payments to Other Funds,2000000.00
2015,Acute Care Hospital Assessment Fund,Revenue,100,Personal Services,30000.00
2015,Acute Care Hospital Assessment Fund,Revenue,300,Materials and Supplies,5000.00
2015,Acute Care Hospital Assessment Fund,Revenue,400,Equipment,10000.00
2015,Undistributed Pension Funds,Pensions & Retirement,100,Personal Services,6681000.00
2015,Undistributed Pension Funds,Pensions & Retirement,200,Purchase of Services,1832000.00
2015,Undistributed Pension Funds,Pensions & Retirement,300,Materials and Supplies,125000.00
2015,Undistributed Pension Funds,Pensions & Retirement,400,Equipment,13000.00
2015,Undistributed Pension Funds,Pensions & Retirement,800,Payments to Other Funds,125000.00
