"FY","FM","Char","Character Title","Sub-obj","Sub-object Title","Fund","Dept","Original Appn Balance","Total  (Original Appn Balance) No.8","Total  (Original Appn Balance) No.7","Total  (Original Appn Balance) No.6","Total  (Original Appn Balance) No.5","Total  (Original Appn Balance) No.4","Total  (Original Appn Balance) No.3","Total  (Original Appn Balance) No.2","Total  (Original Appn Balance) No.1","Fund Title","Department Title"
2017,1,"03","03 MATERIALS AND SUPPLIES","0322","SMALL POWER TOOLS AND HAND TOOLS    0322","010","12",17794.00,982764129.00,982764129.00,982764129.00,124759622.00,3062563.00,70426,52059.00,982764129.00,"010 GENERAL OPERATING FD","12 STREETS"
2017,1,"03","03 MATERIALS AND SUPPLIES","0322","SMALL POWER TOOLS AND HAND TOOLS    0322","010","12",18367.00,982782496.00,982782496.00,982782496.00,124777989.00,3080930.00,70426,70426.00,982782496.00,"010 GENERAL OPERATING FD","12 STREETS"
2017,1,"03","03 MATERIALS AND SUPPLIES","0323","PLUMBING/AIR CONDITIONING/SPACE HTG 0323","010","12",42000.00,982824496.00,982824496.00,982824496.00,124819989.00,3122930.00,59315,42000.00,982824496.00,"010 GENERAL OPERATING FD","12 STREETS"
2017,1,"03","03 MATERIALS AND SUPPLIES","0323","PLUMBING/AIR CONDITIONING/SPACE HTG 0323","010","12",1000.00,982825496.00,982825496.00,982825496.00,124820989.00,3123930.00,59315,43000.00,982825496.00,"010 GENERAL OPERATING FD","12 STREETS"
2017,1,"03","03 MATERIALS AND SUPPLIES","0323","PLUMBING/AIR CONDITIONING/SPACE HTG 0323","010","12",910.00,982826406.00,982826406.00,982826406.00,124821899.00,3124840.00,59315,43910.00,982826406.00,"010 GENERAL OPERATING FD","12 STREETS"
2017,1,"03","03 MATERIALS AND SUPPLIES","0323","PLUMBING/AIR CONDITIONING/SPACE HTG 0323","010","12",15405.00,982841811.00,982841811.00,982841811.00,124837304.00,3140245.00,59315,59315.00,982841811.00,"010 GENERAL OPERATING FD","12 STREETS"
2017,1,"03","03 MATERIALS AND SUPPLIES","0324","PRECISION, PHOTOGRAPHIC AND ARTISTS 0324","010","12",11830.00,982853641.00,982853641.00,982853641.00,124849134.00,3152075.00,85102,11830.00,982853641.00,"010 GENERAL OPERATING FD","12 STREETS"
2017,1,"03","03 MATERIALS AND SUPPLIES","0324","PRECISION, PHOTOGRAPHIC AND ARTISTS 0324","010","12",25500.00,982879141.00,982879141.00,982879141.00,124874634.00,3177575.00,85102,37330.00,982879141.00,"010 GENERAL OPERATING FD","12 STREETS"
2017,1,"03","03 MATERIALS AND SUPPLIES","0324","PRECISION, PHOTOGRAPHIC AND ARTISTS 0324","010","12",15000.00,982894141.00,982894141.00,982894141.00,124889634.00,3192575.00,85102,52330.00,982894141.00,"010 GENERAL OPERATING FD","12 STREETS"
2017,1,"03","03 MATERIALS AND SUPPLIES","0324","PRECISION, PHOTOGRAPHIC AND ARTISTS 0324","010","12",14572.00,982908713.00,982908713.00,982908713.00,124904206.00,3207147.00,85102,66902.00,982908713.00,"010 GENERAL OPERATING FD","12 STREETS"
2017,1,"03","03 MATERIALS AND SUPPLIES","0324","PRECISION, PHOTOGRAPHIC AND ARTISTS 0324","010","12",18200.00,982926913.00,982926913.00,982926913.00,124922406.00,3225347.00,85102,85102.00,982926913.00,"010 GENERAL OPERATING FD","12 STREETS"
2017,1,"03","03 MATERIALS AND SUPPLIES","0325","PRINTING                            0325","010","12",35000.00,982961913.00,982961913.00,982961913.00,124957406.00,3260347.00,55379,35000.00,982961913.00,"010 GENERAL OPERATING FD","12 STREETS"
2017,1,"03","03 MATERIALS AND SUPPLIES","0325","PRINTING                            0325","010","12",55.00,982961968.00,982961968.00,982961968.00,124957461.00,3260402.00,55379,35055.00,982961968.00,"010 GENERAL OPERATING FD","12 STREETS"
2017,1,"03","03 MATERIALS AND SUPPLIES","0325","PRINTING                            0325","010","12",1700.00,982963668.00,982963668.00,982963668.00,124959161.00,3262102.00,55379,36755.00,982963668.00,"010 GENERAL OPERATING FD","12 STREETS"
2017,1,"03","03 MATERIALS AND SUPPLIES","0325","PRINTING                            0325","010","12",1820.00,982965488.00,982965488.00,982965488.00,124960981.00,3263922.00,55379,38575.00,982965488.00,"010 GENERAL OPERATING FD","12 STREETS"
2017,1,"03","03 MATERIALS AND SUPPLIES","0325","PRINTING                            0325","010","12",8785.00,982974273.00,982974273.00,982974273.00,124969766.00,3272707.00,55379,47360.00,982974273.00,"010 GENERAL OPERATING FD","12 STREETS"
2017,1,"03","03 MATERIALS AND SUPPLIES","0325","PRINTING                            0325","010","12",8019.00,982982292.00,982982292.00,982982292.00,124977785.00,3280726.00,55379,55379.00,982982292.00,"010 GENERAL OPERATING FD","12 STREETS"
2017,1,"03","03 MATERIALS AND SUPPLIES","0328","MOTOR VEHICLE PARTS AND ACCESSORIES 0328","010","12",16500.00,982998792.00,982998792.00,982998792.00,124994285.00,3297226.00,16500,16500.00,982998792.00,"010 GENERAL OPERATING FD","12 STREETS"
2017,1,"03","03 MATERIALS AND SUPPLIES","0335","LUBRICANTS                          0335","010","12",269.00,982999061.00,982999061.00,982999061.00,124994554.00,3297495.00,269,269.00,982999061.00,"010 GENERAL OPERATING FD","12 STREETS"
2017,1,"03","03 MATERIALS AND SUPPLIES","0342","LIQUID PROPANE GAS (LPG)            0342","010","12",1955.00,983001016.00,983001016.00,983001016.00,124996509.00,3299450.00,13915,1955.00,983001016.00,"010 GENERAL OPERATING FD","12 STREETS"
2017,1,"03","03 MATERIALS AND SUPPLIES","0342","LIQUID PROPANE GAS (LPG)            0342","010","12",455.00,983001471.00,983001471.00,983001471.00,124996964.00,3299905.00,13915,2410.00,983001471.00,"010 GENERAL OPERATING FD","12 STREETS"
2017,1,"03","03 MATERIALS AND SUPPLIES","0342","LIQUID PROPANE GAS (LPG)            0342","010","12",1000.00,983002471.00,983002471.00,983002471.00,124997964.00,3300905.00,13915,3410.00,983002471.00,"010 GENERAL OPERATING FD","12 STREETS"
2017,1,"03","03 MATERIALS AND SUPPLIES","0342","LIQUID PROPANE GAS (LPG)            0342","010","12",10505.00,983012976.00,983012976.00,983012976.00,125008469.00,3311410.00,13915,13915.00,983012976.00,"010 GENERAL OPERATING FD","12 STREETS"
2017,1,"03","03 MATERIALS AND SUPPLIES","0399","OTHER MATERIALS AND SUPPLIES (NOC)  0399","010","12",32680.00,983045656.00,983045656.00,983045656.00,125041149.00,3344090.00,38328,32680.00,983045656.00,"010 GENERAL OPERATING FD","12 STREETS"
2017,1,"03","03 MATERIALS AND SUPPLIES","0399","OTHER MATERIALS AND SUPPLIES (NOC)  0399","010","12",5648.00,983051304.00,983051304.00,983051304.00,125046797.00,3349738.00,38328,38328.00,983051304.00,"010 GENERAL OPERATING FD","12 STREETS"
2017,1,"04","04 EQUIPMENT","0405","CONSTRUCTION, DREDGING, CONVEYING   0405","010","12",2455.00,983053759.00,983053759.00,983053759.00,125049252.00,2455.00,2455,2455.00,983053759.00,"010 GENERAL OPERATING FD","12 STREETS"
2017,1,"04","04 EQUIPMENT","0410","ELECTRICAL LIGHTING COMMUNICATION   0410","010","12",1018.00,983054777.00,983054777.00,983054777.00,125050270.00,3473.00,20788,1018.00,983054777.00,"010 GENERAL OPERATING FD","12 STREETS"
2017,1,"04","04 EQUIPMENT","0410","ELECTRICAL LIGHTING COMMUNICATION   0410","010","12",6570.00,983061347.00,983061347.00,983061347.00,125056840.00,10043.00,20788,7588.00,983061347.00,"010 GENERAL OPERATING FD","12 STREETS"
2017,1,"04","04 EQUIPMENT","0410","ELECTRICAL LIGHTING COMMUNICATION   0410","010","12",13200.00,983074547.00,983074547.00,983074547.00,125070040.00,23243.00,20788,20788.00,983074547.00,"010 GENERAL OPERATING FD","12 STREETS"
2017,1,"04","04 EQUIPMENT","0411","GENERAL EQUIPMENT AND MACHINERY     0411","010","12",5000.00,983079547.00,983079547.00,983079547.00,125075040.00,28243.00,61764,5000.00,983079547.00,"010 GENERAL OPERATING FD","12 STREETS"
2017,1,"04","04 EQUIPMENT","0411","GENERAL EQUIPMENT AND MACHINERY     0411","010","12",40664.00,983120211.00,983120211.00,983120211.00,125115704.00,68907.00,61764,45664.00,983120211.00,"010 GENERAL OPERATING FD","12 STREETS"
2017,1,"04","04 EQUIPMENT","0411","GENERAL EQUIPMENT AND MACHINERY     0411","010","12",16100.00,983136311.00,983136311.00,983136311.00,125131804.00,85007.00,61764,61764.00,983136311.00,"010 GENERAL OPERATING FD","12 STREETS"
2017,1,"04","04 EQUIPMENT","0418","JANITORIAL AND LAUNDRY              0418","010","12",299.00,983136610.00,983136610.00,983136610.00,125132103.00,85306.00,299,299.00,983136610.00,"010 GENERAL OPERATING FD","12 STREETS"
2017,1,"04","04 EQUIPMENT","0420","OFFICE EQUIPMENT                    0420","010","12",530.00,983137140.00,983137140.00,983137140.00,125132633.00,85836.00,19393,530.00,983137140.00,"010 GENERAL OPERATING FD","12 STREETS"
2017,1,"04","04 EQUIPMENT","0420","OFFICE EQUIPMENT                    0420","010","12",7122.00,983144262.00,983144262.00,983144262.00,125139755.00,92958.00,19393,7652.00,983144262.00,"010 GENERAL OPERATING FD","12 STREETS"
2017,1,"04","04 EQUIPMENT","0420","OFFICE EQUIPMENT                    0420","010","12",9220.00,983153482.00,983153482.00,983153482.00,125148975.00,102178.00,19393,16872.00,983153482.00,"010 GENERAL OPERATING FD","12 STREETS"
2017,1,"04","04 EQUIPMENT","0420","OFFICE EQUIPMENT                    0420","010","12",2521.00,983156003.00,983156003.00,983156003.00,125151496.00,104699.00,19393,19393.00,983156003.00,"010 GENERAL OPERATING FD","12 STREETS"
2017,1,"04","04 EQUIPMENT","0423","PLUMBING/AIR CONDITIONING/SPACE HTG 0423","010","12",11807.00,983167810.00,983167810.00,983167810.00,125163303.00,116506.00,22294,11807.00,983167810.00,"010 GENERAL OPERATING FD","12 STREETS"
2017,1,"04","04 EQUIPMENT","0423","PLUMBING/AIR CONDITIONING/SPACE HTG 0423","010","12",10487.00,983178297.00,983178297.00,983178297.00,125173790.00,126993.00,22294,22294.00,983178297.00,"010 GENERAL OPERATING FD","12 STREETS"
2017,1,"04","04 EQUIPMENT","0424","PRECISION, PHOTOGRAPHIC AND ARTIST  0424","010","12",15527.00,983193824.00,983193824.00,983193824.00,125189317.00,142520.00,69782,15527.00,983193824.00,"010 GENERAL OPERATING FD","12 STREETS"
2017,1,"04","04 EQUIPMENT","0424","PRECISION, PHOTOGRAPHIC AND ARTIST  0424","010","12",51158.00,983244982.00,983244982.00,983244982.00,125240475.00,193678.00,69782,66685.00,983244982.00,"010 GENERAL OPERATING FD","12 STREETS"
2017,1,"04","04 EQUIPMENT","0424","PRECISION, PHOTOGRAPHIC AND ARTIST  0424","010","12",2271.00,983247253.00,983247253.00,983247253.00,125242746.00,195949.00,69782,68956.00,983247253.00,"010 GENERAL OPERATING FD","12 STREETS"
2017,1,"04","04 EQUIPMENT","0424","PRECISION, PHOTOGRAPHIC AND ARTIST  0424","010","12",826.00,983248079.00,983248079.00,983248079.00,125243572.00,196775.00,69782,69782.00,983248079.00,"010 GENERAL OPERATING FD","12 STREETS"
2017,1,"04","04 EQUIPMENT","0427","COMPUTER EQUIPMENT & PERIPHERALS    0427","010","12",11172.00,983259251.00,983259251.00,983259251.00,125254744.00,207947.00,11544,11172.00,983259251.00,"010 GENERAL OPERATING FD","12 STREETS"
2017,1,"04","04 EQUIPMENT","0427","COMPUTER EQUIPMENT & PERIPHERALS    0427","010","12",372.00,983259623.00,983259623.00,983259623.00,125255116.00,208319.00,11544,11544.00,983259623.00,"010 GENERAL OPERATING FD","12 STREETS"
2017,1,"04","04 EQUIPMENT","0428","VEHICLES -- MOTOR AND MOTORLESS     0428","010","12",136000.00,983395623.00,983395623.00,983395623.00,125391116.00,344319.00,136000,136000.00,983395623.00,"010 GENERAL OPERATING FD","12 STREETS"
2017,1,"04","04 EQUIPMENT","0430","FURNITURE AND FURNISHINGS           0430","010","12",3150.00,983398773.00,983398773.00,983398773.00,125394266.00,347469.00,50823,3150.00,983398773.00,"010 GENERAL OPERATING FD","12 STREETS"
2017,1,"04","04 EQUIPMENT","0430","FURNITURE AND FURNISHINGS           0430","010","12",8600.00,983407373.00,983407373.00,983407373.00,125402866.00,356069.00,50823,11750.00,983407373.00,"010 GENERAL OPERATING FD","12 STREETS"
2017,1,"04","04 EQUIPMENT","0430","FURNITURE AND FURNISHINGS           0430","010","12",10922.00,983418295.00,983418295.00,983418295.00,125413788.00,366991.00,50823,22672.00,983418295.00,"010 GENERAL OPERATING FD","12 STREETS"
2017,1,"04","04 EQUIPMENT","0430","FURNITURE AND FURNISHINGS           0430","010","12",18151.00,983436446.00,983436446.00,983436446.00,125431939.00,385142.00,50823,40823.00,983436446.00,"010 GENERAL OPERATING FD","12 STREETS"
2017,1,"04","04 EQUIPMENT","0430","FURNITURE AND FURNISHINGS           0430","010","12",10000.00,983446446.00,983446446.00,983446446.00,125441939.00,395142.00,50823,50823.00,983446446.00,"010 GENERAL OPERATING FD","12 STREETS"
2017,1,"04","04 EQUIPMENT","0499","OTHER EQUIPMENT (NOC)               0499","010","12",735.00,983447181.00,983447181.00,983447181.00,125442674.00,395877.00,65082,735.00,983447181.00,"010 GENERAL OPERATING FD","12 STREETS"
2017,1,"04","04 EQUIPMENT","0499","OTHER EQUIPMENT (NOC)               0499","010","12",64000.00,983511181.00,983511181.00,983511181.00,125506674.00,459877.00,65082,64735.00,983511181.00,"010 GENERAL OPERATING FD","12 STREETS"
2017,1,"04","04 EQUIPMENT","0499","OTHER EQUIPMENT (NOC)               0499","010","12",347.00,983511528.00,983511528.00,983511528.00,125507021.00,460224.00,65082,65082.00,983511528.00,"010 GENERAL OPERATING FD","12 STREETS"
2017,1,"05","05 CONTRIBUTIONS,INDEMNITIES,REFDS,TAXES","0504","MERITORIOUS AWARDS                  0504","010","12",5000.00,983516528.00,983516528.00,983516528.00,125512021.00,5000.00,5000,5000.00,983516528.00,"010 GENERAL OPERATING FD","12 STREETS"
2017,1,"05","05 CONTRIBUTIONS,INDEMNITIES,REFDS,TAXES","0505","CONTRIBUTIONS-ED & NON-PROF REC ORG 0505","010","12",48171.00,983564699.00,983564699.00,983564699.00,125560192.00,53171.00,48171,48171.00,983564699.00,"010 GENERAL OPERATING FD","12 STREETS"
2017,1,"01","01 PERSONAL SERVICES","0100","SALARY CONTROL                      0100","010","13",45000.00,983609699.00,983609699.00,983609699.00,45000.00,45000.00,872206,45000.00,983609699.00,"010 GENERAL OPERATING FD","13 FIRE"
2017,1,"01","01 PERSONAL SERVICES","0100","SALARY CONTROL                      0100","010","13",647506.00,984257205.00,984257205.00,984257205.00,692506.00,692506.00,872206,692506.00,984257205.00,"010 GENERAL OPERATING FD","13 FIRE"
2017,1,"01","01 PERSONAL SERVICES","0100","SALARY CONTROL                      0100","010","13",83000.00,984340205.00,984340205.00,984340205.00,775506.00,775506.00,872206,775506.00,984340205.00,"010 GENERAL OPERATING FD","13 FIRE"
2017,1,"01","01 PERSONAL SERVICES","0100","SALARY CONTROL                      0100","010","13",65000.00,984405205.00,984405205.00,984405205.00,840506.00,840506.00,872206,840506.00,984405205.00,"010 GENERAL OPERATING FD","13 FIRE"
2017,1,"01","01 PERSONAL SERVICES","0100","SALARY CONTROL                      0100","010","13",31700.00,984436905.00,984436905.00,984436905.00,872206.00,872206.00,872206,872206.00,984436905.00,"010 GENERAL OPERATING FD","13 FIRE"
2017,1,"01","01 PERSONAL SERVICES","0101","PERM FULL TIME-CIVILIAN             0101","010","13",3104608.00,987541513.00,987541513.00,987541513.00,3976814.00,3976814.00,5945379,3104608.00,987541513.00,"010 GENERAL OPERATING FD","13 FIRE"
2017,1,"01","01 PERSONAL SERVICES","0101","PERM FULL TIME-CIVILIAN             0101","010","13",2590548.00,990132061.00,990132061.00,990132061.00,6567362.00,6567362.00,5945379,5695156.00,990132061.00,"010 GENERAL OPERATING FD","13 FIRE"
2017,1,"01","01 PERSONAL SERVICES","0101","PERM FULL TIME-CIVILIAN             0101","010","13",40892.00,990172953.00,990172953.00,990172953.00,6608254.00,6608254.00,5945379,5736048.00,990172953.00,"010 GENERAL OPERATING FD","13 FIRE"
2017,1,"01","01 PERSONAL SERVICES","0101","PERM FULL TIME-CIVILIAN             0101","010","13",99783.00,990272736.00,990272736.00,990272736.00,6708037.00,6708037.00,5945379,5835831.00,990272736.00,"010 GENERAL OPERATING FD","13 FIRE"
2017,1,"01","01 PERSONAL SERVICES","0101","PERM FULL TIME-CIVILIAN             0101","010","13",109548.00,990382284.00,990382284.00,990382284.00,6817585.00,6817585.00,5945379,5945379.00,990382284.00,"010 GENERAL OPERATING FD","13 FIRE"
2017,1,"01","01 PERSONAL SERVICES","0105","PERM FULL TIME-UNIFORM              0105","010","13",851704.00,991233988.00,991233988.00,991233988.00,7669289.00,7669289.00,147903069,851704.00,991233988.00,"010 GENERAL OPERATING FD","13 FIRE"
2017,1,"01","01 PERSONAL SERVICES","0105","PERM FULL TIME-UNIFORM              0105","010","13",25275118.00,1016509106.00,1016509106.00,1016509106.00,32944407.00,32944407.00,147903069,26126822.00,1016509106.00,"010 GENERAL OPERATING FD","13 FIRE"
2017,1,"01","01 PERSONAL SERVICES","0105","PERM FULL TIME-UNIFORM              0105","010","13",1933812.00,1018442918.00,1018442918.00,1018442918.00,34878219.00,34878219.00,147903069,28060634.00,1018442918.00,"010 GENERAL OPERATING FD","13 FIRE"
2017,1,"01","01 PERSONAL SERVICES","0105","PERM FULL TIME-UNIFORM              0105","010","13",1514844.00,1019957762.00,1019957762.00,1019957762.00,36393063.00,36393063.00,147903069,29575478.00,1019957762.00,"010 GENERAL OPERATING FD","13 FIRE"
2017,1,"01","01 PERSONAL SERVICES","0105","PERM FULL TIME-UNIFORM              0105","010","13",118327591.00,1138285353.00,1138285353.00,1138285353.00,154720654.00,154720654.00,147903069,147903069.00,1138285353.00,"010 GENERAL OPERATING FD","13 FIRE"
2017,1,"01","01 PERSONAL SERVICES","0106","FIRE OUT OF CLASS-UNIFORM           0106","010","13",986941.00,1139272294.00,1139272294.00,1139272294.00,155707595.00,155707595.00,3098212,986941.00,1139272294.00,"010 GENERAL OPERATING FD","13 FIRE"
2017,1,"01","01 PERSONAL SERVICES","0106","FIRE OUT OF CLASS-UNIFORM           0106","010","13",34393.00,1139306687.00,1139306687.00,1139306687.00,155741988.00,155741988.00,3098212,1021334.00,1139306687.00,"010 GENERAL OPERATING FD","13 FIRE"
2017,1,"01","01 PERSONAL SERVICES","0106","FIRE OUT OF CLASS-UNIFORM           0106","010","13",77686.00,1139384373.00,1139384373.00,1139384373.00,155819674.00,155819674.00,3098212,1099020.00,1139384373.00,"010 GENERAL OPERATING FD","13 FIRE"
2017,1,"01","01 PERSONAL SERVICES","0106","FIRE OUT OF CLASS-UNIFORM           0106","010","13",1919404.00,1141303777.00,1141303777.00,1141303777.00,157739078.00,157739078.00,3098212,3018424.00,1141303777.00,"010 GENERAL OPERATING FD","13 FIRE"
2017,1,"01","01 PERSONAL SERVICES","0106","FIRE OUT OF CLASS-UNIFORM           0106","010","13",79788.00,1141383565.00,1141383565.00,1141383565.00,157818866.00,157818866.00,3098212,3098212.00,1141383565.00,"010 GENERAL OPERATING FD","13 FIRE"
2017,1,"01","01 PERSONAL SERVICES","0107","FIRE OUT OF CLASS PREM(2HR DIF)     0107","010","13",9461502.00,1150845067.00,1150845067.00,1150845067.00,167280368.00,167280368.00,11931508,9461502.00,1150845067.00,"010 GENERAL OPERATING FD","13 FIRE"
2017,1,"01","01 PERSONAL SERVICES","0107","FIRE OUT OF CLASS PREM(2HR DIF)     0107","010","13",60760.00,1150905827.00,1150905827.00,1150905827.00,167341128.00,167341128.00,11931508,9522262.00,1150905827.00,"010 GENERAL OPERATING FD","13 FIRE"
2017,1,"01","01 PERSONAL SERVICES","0107","FIRE OUT OF CLASS PREM(2HR DIF)     0107","010","13",122123.00,1151027950.00,1151027950.00,1151027950.00,167463251.00,167463251.00,11931508,9644385.00,1151027950.00,"010 GENERAL OPERATING FD","13 FIRE"
2017,1,"01","01 PERSONAL SERVICES","0107","FIRE OUT OF CLASS PREM(2HR DIF)     0107","010","13",135534.00,1151163484.00,1151163484.00,1151163484.00,167598785.00,167598785.00,11931508,9779919.00,1151163484.00,"010 GENERAL OPERATING FD","13 FIRE"
2017,1,"01","01 PERSONAL SERVICES","0107","FIRE OUT OF CLASS PREM(2HR DIF)     0107","010","13",2151589.00,1153315073.00,1153315073.00,1153315073.00,169750374.00,169750374.00,11931508,11931508.00,1153315073.00,"010 GENERAL OPERATING FD","13 FIRE"
2017,1,"01","01 PERSONAL SERVICES","0108","VACATION BUY BACK                   0108","010","13",24244.00,1153339317.00,1153339317.00,1153339317.00,169774618.00,169774618.00,329514,24244.00,1153339317.00,"010 GENERAL OPERATING FD","13 FIRE"
2017,1,"01","01 PERSONAL SERVICES","0108","VACATION BUY BACK                   0108","010","13",245134.00,1153584451.00,1153584451.00,1153584451.00,170019752.00,170019752.00,329514,269378.00,1153584451.00,"010 GENERAL OPERATING FD","13 FIRE"
2017,1,"01","01 PERSONAL SERVICES","0108","VACATION BUY BACK                   0108","010","13",3528.00,1153587979.00,1153587979.00,1153587979.00,170023280.00,170023280.00,329514,272906.00,1153587979.00,"010 GENERAL OPERATING FD","13 FIRE"
2017,1,"01","01 PERSONAL SERVICES","0108","VACATION BUY BACK                   0108","010","13",26015.00,1153613994.00,1153613994.00,1153613994.00,170049295.00,170049295.00,329514,298921.00,1153613994.00,"010 GENERAL OPERATING FD","13 FIRE"
2017,1,"01","01 PERSONAL SERVICES","0108","VACATION BUY BACK                   0108","010","13",30593.00,1153644587.00,1153644587.00,1153644587.00,170079888.00,170079888.00,329514,329514.00,1153644587.00,"010 GENERAL OPERATING FD","13 FIRE"
2017,1,"01","01 PERSONAL SERVICES","0109","PLUS/MINUS GROSS ADJ                0109","010","13",8866.00,1153653453.00,1153653453.00,1153653453.00,170088754.00,170088754.00,818421,8866.00,1153653453.00,"010 GENERAL OPERATING FD","13 FIRE"
2017,1,"01","01 PERSONAL SERVICES","0109","PLUS/MINUS GROSS ADJ                0109","010","13",695110.00,1154348563.00,1154348563.00,1154348563.00,170783864.00,170783864.00,818421,703976.00,1154348563.00,"010 GENERAL OPERATING FD","13 FIRE"
2017,1,"01","01 PERSONAL SERVICES","0109","PLUS/MINUS GROSS ADJ                0109","010","13",7093.00,1154355656.00,1154355656.00,1154355656.00,170790957.00,170790957.00,818421,711069.00,1154355656.00,"010 GENERAL OPERATING FD","13 FIRE"
2017,1,"01","01 PERSONAL SERVICES","0109","PLUS/MINUS GROSS ADJ                0109","010","13",8302.00,1154363958.00,1154363958.00,1154363958.00,170799259.00,170799259.00,818421,719371.00,1154363958.00,"010 GENERAL OPERATING FD","13 FIRE"
2017,1,"01","01 PERSONAL SERVICES","0109","PLUS/MINUS GROSS ADJ                0109","010","13",99050.00,1154463008.00,1154463008.00,1154463008.00,170898309.00,170898309.00,818421,818421.00,1154463008.00,"010 GENERAL OPERATING FD","13 FIRE"
2017,1,"01","01 PERSONAL SERVICES","0110","UNIFORM STRESS PAY                  0110","010","13",12627.00,1154475635.00,1154475635.00,1154475635.00,170910936.00,170910936.00,53135,12627.00,1154475635.00,"010 GENERAL OPERATING FD","13 FIRE"
2017,1,"01","01 PERSONAL SERVICES","0110","UNIFORM STRESS PAY                  0110","010","13",19332.00,1154494967.00,1154494967.00,1154494967.00,170930268.00,170930268.00,53135,31959.00,1154494967.00,"010 GENERAL OPERATING FD","13 FIRE"
2017,1,"01","01 PERSONAL SERVICES","0110","UNIFORM STRESS PAY                  0110","010","13",21176.00,1154516143.00,1154516143.00,1154516143.00,170951444.00,170951444.00,53135,53135.00,1154516143.00,"010 GENERAL OPERATING FD","13 FIRE"
2017,1,"01","01 PERSONAL SERVICES","0121","TEMPORARY/SEASONAL                  0121","010","13",29968.00,1154546111.00,1154546111.00,1154546111.00,170981412.00,170981412.00,29968,29968.00,1154546111.00,"010 GENERAL OPERATING FD","13 FIRE"
2017,1,"01","01 PERSONAL SERVICES","0131","BOARD                               0131","010","13",1000.00,1154547111.00,1154547111.00,1154547111.00,170982412.00,170982412.00,1000,1000.00,1154547111.00,"010 GENERAL OPERATING FD","13 FIRE"
2017,1,"01","01 PERSONAL SERVICES","0152","UNIFORM IOD PAY (HEART & LUNG)      0152","010","13",296786.00,1154843897.00,1154843897.00,1154843897.00,171279198.00,171279198.00,2061235,296786.00,1154843897.00,"010 GENERAL OPERATING FD","13 FIRE"
2017,1,"01","01 PERSONAL SERVICES","0152","UNIFORM IOD PAY (HEART & LUNG)      0152","010","13",1764449.00,1156608346.00,1156608346.00,1156608346.00,173043647.00,173043647.00,2061235,2061235.00,1156608346.00,"010 GENERAL OPERATING FD","13 FIRE"
2017,1,"01","01 PERSONAL SERVICES","0161","OVERTIME-CIVILIAN                   0161","010","13",324260.00,1156932606.00,1156932606.00,1156932606.00,173367907.00,173367907.00,433635,324260.00,1156932606.00,"010 GENERAL OPERATING FD","13 FIRE"
2017,1,"01","01 PERSONAL SERVICES","0161","OVERTIME-CIVILIAN                   0161","010","13",6393.00,1156938999.00,1156938999.00,1156938999.00,173374300.00,173374300.00,433635,330653.00,1156938999.00,"010 GENERAL OPERATING FD","13 FIRE"
2017,1,"01","01 PERSONAL SERVICES","0161","OVERTIME-CIVILIAN                   0161","010","13",93000.00,1157031999.00,1157031999.00,1157031999.00,173467300.00,173467300.00,433635,423653.00,1157031999.00,"010 GENERAL OPERATING FD","13 FIRE"
2017,1,"01","01 PERSONAL SERVICES","0161","OVERTIME-CIVILIAN                   0161","010","13",9982.00,1157041981.00,1157041981.00,1157041981.00,173477282.00,173477282.00,433635,433635.00,1157041981.00,"010 GENERAL OPERATING FD","13 FIRE"
2017,1,"01","01 PERSONAL SERVICES","0165","OVERTIME/SHIFT-UNIFORM              0165","010","13",13556195.00,1170598176.00,1170598176.00,1170598176.00,187033477.00,187033477.00,19204959,13556195.00,1170598176.00,"010 GENERAL OPERATING FD","13 FIRE"
2017,1,"01","01 PERSONAL SERVICES","0165","OVERTIME/SHIFT-UNIFORM              0165","010","13",5143701.00,1175741877.00,1175741877.00,1175741877.00,192177178.00,192177178.00,19204959,18699896.00,1175741877.00,"010 GENERAL OPERATING FD","13 FIRE"
2017,1,"01","01 PERSONAL SERVICES","0165","OVERTIME/SHIFT-UNIFORM              0165","010","13",127239.00,1175869116.00,1175869116.00,1175869116.00,192304417.00,192304417.00,19204959,18827135.00,1175869116.00,"010 GENERAL OPERATING FD","13 FIRE"
2017,1,"01","01 PERSONAL SERVICES","0165","OVERTIME/SHIFT-UNIFORM              0165","010","13",266596.00,1176135712.00,1176135712.00,1176135712.00,192571013.00,192571013.00,19204959,19093731.00,1176135712.00,"010 GENERAL OPERATING FD","13 FIRE"
2017,1,"01","01 PERSONAL SERVICES","0165","OVERTIME/SHIFT-UNIFORM              0165","010","13",111228.00,1176246940.00,1176246940.00,1176246940.00,192682241.00,192682241.00,19204959,19204959.00,1176246940.00,"010 GENERAL OPERATING FD","13 FIRE"
2017,1,"01","01 PERSONAL SERVICES","0166","OVERTIME/SHIFT-FIRE OUT OF CLASS    0166","010","13",216.00,1176247156.00,1176247156.00,1176247156.00,192682457.00,192682457.00,187120,216.00,1176247156.00,"010 GENERAL OPERATING FD","13 FIRE"
2017,1,"01","01 PERSONAL SERVICES","0166","OVERTIME/SHIFT-FIRE OUT OF CLASS    0166","010","13",33269.00,1176280425.00,1176280425.00,1176280425.00,192715726.00,192715726.00,187120,33485.00,1176280425.00,"010 GENERAL OPERATING FD","13 FIRE"
