fiscal_year,fund,department,class_id,class,subclass_id,subclass,total
2016,General Fund,Prisons,1,Personal Services,131,Board,2800
2016,General Fund,Prisons,1,Personal Services,161,Overtime Civilian,29153537
2016,General Fund,Prisons,1,Personal Services,171,"Holiday ""g""(2/3 Shifts)",2609193
2016,General Fund,Prisons,1,Personal Services,181,Shift,892418
2016,General Fund,Prisons,1,Personal Services,199,Sick Pay(b Time)-civilian,338304
2016,General Fund,Prisons,2,Purchase of Services,201,Cleaning and Laundering,540000
2016,General Fund,Prisons,2,Purchase of Services,202,Janitorial Services,57500
2016,General Fund,Prisons,2,Purchase of Services,205,Refuse/garbage/silt/sludge Removal,28000
2016,General Fund,Prisons,2,Purchase of Services,209,Telephone,34000
2016,General Fund,Prisons,2,Purchase of Services,210,Postage,23000
2016,General Fund,Prisons,2,Purchase of Services,211,Transportation,132500
2016,General Fund,Prisons,2,Purchase of Services,215,Licenses Permits Inspection Charges,1085
2016,General Fund,Prisons,2,Purchase of Services,216,Commercial Off-shelf Comp Software,8999
2016,General Fund,Prisons,2,Purchase of Services,230,Meals-non-travel & Officl Entertain,8000
2016,General Fund,Prisons,2,Purchase of Services,240,Advertising/promotional Activities,3000
2016,General Fund,Prisons,2,Purchase of Services,250,Professional Consult/spec Services,89786616
2016,General Fund,Prisons,2,Purchase of Services,255,Dues,8000
2016,General Fund,Prisons,2,Purchase of Services,256,Seminar and Training Sessions,74500
2016,General Fund,Prisons,2,Purchase of Services,257,Architectural & Engineering Srvcs,28580
2016,General Fund,Prisons,2,Purchase of Services,260,Repair and Maintenance Charges,1471147
2016,General Fund,Prisons,2,Purchase of Services,266,Maint/support-computr Hardware/soft,100000
2016,General Fund,Prisons,2,Purchase of Services,284,Ground and Building Rental,145119
2016,General Fund,Prisons,2,Purchase of Services,285,Rents,68899
2016,General Fund,Prisons,2,Purchase of Services,290,Payments for Care of Individuals,12806278
2016,General Fund,Prisons,2,Purchase of Services,299,Other Expenses (not Othrwse Clssfd),129778
2016,General Fund,Prisons,3,Materials and Supplies,302,"Animal, Livestock and Marine Life",2000
2016,General Fund,Prisons,3,Materials and Supplies,303,"Bakeshop, Dining Room and Kitchen",20000
2016,General Fund,Prisons,3,Materials and Supplies,304,Books and Other Publications,14000
2016,General Fund,Prisons,3,Materials and Supplies,305,Building and Construction,230000
2016,General Fund,Prisons,3,Materials and Supplies,307,Chemicals and Gases,21000
2016,General Fund,Prisons,3,Materials and Supplies,308,Dry Goods/notions/wearing Apparel,1567298
2016,General Fund,Prisons,3,Materials and Supplies,309,Cordage and Fibers,500
2016,General Fund,Prisons,3,Materials and Supplies,310,Electrical and Communication,140000
2016,General Fund,Prisons,3,Materials and Supplies,311,General Equipment and Machinery,62000
2016,General Fund,Prisons,3,Materials and Supplies,312,Fire Fighting and Safety,198119
2016,General Fund,Prisons,3,Materials and Supplies,313,Food,6000
2016,General Fund,Prisons,3,Materials and Supplies,314,Fuel -- Heating and Lighting,69375
2016,General Fund,Prisons,3,Materials and Supplies,316,General Hardware and Minor Tools,118000
2016,General Fund,Prisons,3,Materials and Supplies,317,Hospital and Laboratory,73000
2016,General Fund,Prisons,3,Materials and Supplies,318,"Janitorial, Laundry and Household",752000
2016,General Fund,Prisons,3,Materials and Supplies,320,Office Materials and Supplies,202500
2016,General Fund,Prisons,3,Materials and Supplies,322,Small Power Tools and Hand Tools,25000
2016,General Fund,Prisons,3,Materials and Supplies,323,Plumbing/air Conditioning/space Htg,252000
2016,General Fund,Prisons,3,Materials and Supplies,324,"Precision, Photographic and Artists",310000
2016,General Fund,Prisons,3,Materials and Supplies,325,Printing,108500
2016,General Fund,Prisons,3,Materials and Supplies,326,Recreational and Educational,1800
2016,General Fund,Prisons,3,Materials and Supplies,328,Motor Vehicle Parts and Accessories,5000
2016,General Fund,Prisons,3,Materials and Supplies,340,#2 Diesel Fuel,8000
2016,General Fund,Prisons,3,Materials and Supplies,342,Liquid Propane Gas (lpg),4000
2016,General Fund,Prisons,3,Materials and Supplies,399,Other Materials and Supplies (noc),14206
2016,General Fund,Prisons,4,Equipment,410,Electrical Lighting Communication,14000
2016,General Fund,Prisons,4,Equipment,411,General Equipment and Machinery,15000
2016,General Fund,Prisons,4,Equipment,412,Fire Fighting and Emergency,2400
2016,General Fund,Prisons,4,Equipment,418,Janitorial and Laundry,20000
2016,General Fund,Prisons,4,Equipment,420,Office Equipment,18000
2016,General Fund,Prisons,4,Equipment,423,Plumbing/air Conditioning/space Htg,125000
2016,General Fund,Prisons,4,Equipment,424,"Precision, Photographic and Artist",3000
2016,General Fund,Prisons,4,Equipment,426,Recreational and Educational,5000
2016,General Fund,Prisons,4,Equipment,427,Computer Equipment & Peripherals,224739
2016,General Fund,Prisons,4,Equipment,430,Furniture and Furnishings,86989
2016,General Fund,Prisons,4,Equipment,499,Other Equipment (noc),50318
2016,General Fund,Prisons,5,"Contributions, Indemnities, Refunds, Taxes",506,Prisoner Inmate & Resident Payments,1301757
2016,General Fund,Office of Supportive Housing,1,Personal Services,100,Salary Control,11500
2016,General Fund,Office of Supportive Housing,1,Personal Services,101,Perm Full Time-civilian,8013879
2016,General Fund,Office of Supportive Housing,1,Personal Services,161,Overtime Civilian,204809
2016,General Fund,Office of Supportive Housing,1,Personal Services,171,"Holiday ""g""(2/3 Shifts)",37072
2016,General Fund,Office of Supportive Housing,1,Personal Services,181,Shift,13953
2016,General Fund,Office of Supportive Housing,2,Purchase of Services,201,Cleaning and Laundering,36000
2016,General Fund,Office of Supportive Housing,2,Purchase of Services,209,Telephone,35000
2016,General Fund,Office of Supportive Housing,2,Purchase of Services,210,Postage,15500
2016,General Fund,Office of Supportive Housing,2,Purchase of Services,211,Transportation,44800
2016,General Fund,Office of Supportive Housing,2,Purchase of Services,215,Licenses Permits Inspection Charges,150
2016,Water Fund,Revenue,2,Purchase of Services,285,Rents,25508
2016,General Fund,Office of Supportive Housing,2,Purchase of Services,216,Commercial Off-shelf Comp Software,9000
2016,General Fund,Office of Supportive Housing,2,Purchase of Services,250,Professional Consult/spec Services,5522905
2016,General Fund,Office of Supportive Housing,2,Purchase of Services,254,Mental Health & Retardation Service,16200
2016,General Fund,Office of Supportive Housing,2,Purchase of Services,255,Dues,1500
2016,General Fund,Office of Supportive Housing,2,Purchase of Services,256,Seminar and Training Sessions,5500
2016,General Fund,Office of Supportive Housing,2,Purchase of Services,260,Repair and Maintenance Charges,62000
2016,General Fund,Office of Supportive Housing,2,Purchase of Services,284,Ground and Building Rental,3163002
2016,General Fund,Office of Supportive Housing,2,Purchase of Services,285,Rents,25000
2016,General Fund,Office of Supportive Housing,2,Purchase of Services,290,Payments for Care of Individuals,27950064
2016,General Fund,Office of Supportive Housing,3,Materials and Supplies,303,"Bakeshop, Dining Room and Kitchen",10000
2016,General Fund,Office of Supportive Housing,3,Materials and Supplies,305,Building and Construction,7868
2016,General Fund,Office of Supportive Housing,3,Materials and Supplies,308,Dry Goods/notions/wearing Apparel,22598
2016,General Fund,Office of Supportive Housing,3,Materials and Supplies,310,Electrical and Communication,2767
2016,General Fund,Office of Supportive Housing,3,Materials and Supplies,313,Food,2500
2016,General Fund,Office of Supportive Housing,3,Materials and Supplies,314,Fuel -- Heating and Lighting,7500
2016,General Fund,Office of Supportive Housing,3,Materials and Supplies,316,General Hardware and Minor Tools,5700
2016,General Fund,Office of Supportive Housing,3,Materials and Supplies,317,Hospital and Laboratory,12000
2016,General Fund,Office of Supportive Housing,3,Materials and Supplies,318,"Janitorial, Laundry and Household",43383
2016,General Fund,Office of Supportive Housing,3,Materials and Supplies,320,Office Materials and Supplies,26314
2016,General Fund,Office of Supportive Housing,3,Materials and Supplies,324,"Precision, Photographic and Artists",9148
2016,General Fund,Office of Supportive Housing,3,Materials and Supplies,325,Printing,10000
2016,General Fund,Office of Supportive Housing,3,Materials and Supplies,326,Recreational and Educational,1800
2016,General Fund,Office of Supportive Housing,3,Materials and Supplies,399,Other Materials and Supplies (noc),599
2016,General Fund,Office of Supportive Housing,4,Equipment,418,Janitorial and Laundry,20000
2016,General Fund,Office of Supportive Housing,4,Equipment,420,Office Equipment,38010
2016,General Fund,Office of Supportive Housing,4,Equipment,427,Computer Equipment & Peripherals,50388
2016,General Fund,Office of Supportive Housing,4,Equipment,430,Furniture and Furnishings,73552
2016,General Fund,Office of Supportive Housing,5,"Contributions, Indemnities, Refunds, Taxes",506,Prisoner Inmate & Resident Payments,32421
2016,General Fund,Fleet Management,1,Personal Services,100,Salary Control,131797
2016,General Fund,Fleet Management,1,Personal Services,101,Perm Full Time-civilian,14324837
2016,General Fund,Fleet Management,1,Personal Services,121,Temporary Seasonal,85611
2016,General Fund,Fleet Management,1,Personal Services,161,Overtime Civilian,1818478
2016,General Fund,Fleet Management,1,Personal Services,171,"Holiday ""g""(2/3 Shifts)",120143
2016,General Fund,Fleet Management,1,Personal Services,181,Shift,64027
2016,General Fund,Fleet Management,2,Purchase of Services,201,Cleaning and Laundering,62000
2016,General Fund,Fleet Management,2,Purchase of Services,202,Janitorial Services,348000
2016,General Fund,Fleet Management,2,Purchase of Services,209,Telephone,10000
2016,General Fund,Fleet Management,2,Purchase of Services,210,Postage,2000
2016,General Fund,Fleet Management,2,Purchase of Services,211,Transportation,10000
2016,General Fund,Fleet Management,2,Purchase of Services,215,Licenses Permits Inspection Charges,76000
2016,General Fund,Fleet Management,2,Purchase of Services,250,Professional Consult/spec Services,554000
2016,General Fund,Fleet Management,2,Purchase of Services,255,Dues,4000
2016,General Fund,Fleet Management,2,Purchase of Services,256,Seminar and Training Sessions,24000
2016,General Fund,Fleet Management,2,Purchase of Services,260,Repair and Maintenance Charges,3514396
2016,General Fund,Fleet Management,2,Purchase of Services,280,Insurance and Official Bonds,12000
2016,General Fund,Fleet Management,2,Purchase of Services,283,Lease Purchase -- Vehicles,4500000
2016,General Fund,Fleet Management,2,Purchase of Services,285,Rents,90000
2016,General Fund,Fleet Management,2,Purchase of Services,286,Rental of Parking Spaces,398000
2016,General Fund,Fleet Management,3,Materials and Supplies,304,Books and Other Publications,65000
2016,General Fund,Fleet Management,3,Materials and Supplies,305,Building and Construction,155000
2016,General Fund,Fleet Management,3,Materials and Supplies,307,Chemicals and Gases,148000
2016,General Fund,Fleet Management,3,Materials and Supplies,308,Dry Goods/notions/wearing Apparel,125000
2016,General Fund,Fleet Management,3,Materials and Supplies,310,Electrical and Communication,2000
2016,General Fund,Fleet Management,3,Materials and Supplies,312,Fire Fighting and Safety,15000
2016,General Fund,Fleet Management,3,Materials and Supplies,313,Food,2000
2016,General Fund,Fleet Management,3,Materials and Supplies,314,Fuel -- Heating and Lighting,14000
2016,General Fund,Fleet Management,3,Materials and Supplies,316,General Hardware and Minor Tools,38000
2016,General Fund,Fleet Management,3,Materials and Supplies,317,Hospital and Laboratory,3000
2016,General Fund,Fleet Management,3,Materials and Supplies,318,"Janitorial, Laundry and Household",63000
2016,General Fund,Fleet Management,3,Materials and Supplies,320,Office Materials and Supplies,25000
2016,General Fund,Fleet Management,3,Materials and Supplies,322,Small Power Tools and Hand Tools,76000
2016,General Fund,Fleet Management,3,Materials and Supplies,323,Plumbing/air Conditioning/space Htg,1000
2016,General Fund,Fleet Management,3,Materials and Supplies,324,"Precision, Photographic and Artists",20000
2016,General Fund,Fleet Management,3,Materials and Supplies,325,Printing,8000
2016,General Fund,Fleet Management,3,Materials and Supplies,328,Motor Vehicle Parts and Accessories,9371811
2016,General Fund,Fleet Management,3,Materials and Supplies,335,Lubricants,545400
2016,General Fund,Fleet Management,3,Materials and Supplies,340,#2 Diesel Fuel,5796000
2016,General Fund,Fleet Management,3,Materials and Supplies,345,Gasoline,8190000
2016,General Fund,Fleet Management,4,Equipment,403,"Bakeshop, Dining Room and Kitchen",1500
2016,General Fund,Fleet Management,4,Equipment,405,"Construction, Dredging, Conveying",3000
2016,General Fund,Fleet Management,4,Equipment,410,Electrical Lighting Communication,3500
2016,General Fund,Fleet Management,4,Equipment,411,General Equipment and Machinery,188000
2016,General Fund,Fleet Management,4,Equipment,418,Janitorial and Laundry,5000
2016,General Fund,Fleet Management,4,Equipment,420,Office Equipment,15000
2016,General Fund,Fleet Management,4,Equipment,423,Plumbing/air Conditioning/space Htg,2000
2016,General Fund,Fleet Management,4,Equipment,424,"Precision, Photographic and Artist",2000
2016,General Fund,Fleet Management,4,Equipment,427,Computer Equipment & Peripherals,60000
2016,General Fund,Fleet Management,4,Equipment,428,Vehicles -- Motor and Motorless,10465000
2016,General Fund,Fleet Management,4,Equipment,430,Furniture and Furnishings,20000
2016,General Fund,Licenses and Inspections,1,Personal Services,100,Salary Control,180000
2016,General Fund,Licenses and Inspections,1,Personal Services,101,Perm Full Time-civilian,19119111
2016,General Fund,Licenses and Inspections,1,Personal Services,161,Overtime Civilian,465000
2016,General Fund,Licenses and Inspections,1,Personal Services,171,"Holiday ""g""(2/3 Shifts)",5350
2016,General Fund,Licenses and Inspections,1,Personal Services,181,Shift,1250
2016,General Fund,Licenses and Inspections,2,Purchase of Services,201,Cleaning and Laundering,500
2016,General Fund,Licenses and Inspections,2,Purchase of Services,202,Janitorial Services,29700
2016,General Fund,Licenses and Inspections,2,Purchase of Services,205,Refuse/garbage/silt/sludge Removal,2000
2016,General Fund,Licenses and Inspections,2,Purchase of Services,209,Telephone,26507
2016,General Fund,Licenses and Inspections,2,Purchase of Services,210,Postage,500
2016,General Fund,Licenses and Inspections,2,Purchase of Services,211,Transportation,177157
2016,General Fund,Licenses and Inspections,2,Purchase of Services,230,Meals-non-travel & Officl Entertain,1000
2016,General Fund,Licenses and Inspections,2,Purchase of Services,240,Advertising/promotional Activities,10000
2016,General Fund,Licenses and Inspections,2,Purchase of Services,250,Professional Consult/spec Services,730012
2016,General Fund,Licenses and Inspections,2,Purchase of Services,251,Information Technology-prof Service,7560
2016,General Fund,Licenses and Inspections,2,Purchase of Services,255,Dues,4502
2016,General Fund,Licenses and Inspections,2,Purchase of Services,256,Seminar and Training Sessions,390376
2016,General Fund,Licenses and Inspections,2,Purchase of Services,258,Court Reporters,1000
2016,General Fund,Licenses and Inspections,2,Purchase of Services,260,Repair and Maintenance Charges,337300
2016,General Fund,Licenses and Inspections,2,Purchase of Services,262,Demolition of Buildings,8408812
2016,General Fund,Licenses and Inspections,2,Purchase of Services,266,Maint/support-computr Hardware/soft,7838
2016,General Fund,Licenses and Inspections,2,Purchase of Services,285,Rents,19900
2016,General Fund,Licenses and Inspections,2,Purchase of Services,286,Rental of Parking Spaces,106492
2016,General Fund,Licenses and Inspections,2,Purchase of Services,295,Purchase Services-imprest Advances,750
2016,General Fund,Licenses and Inspections,3,Materials and Supplies,304,Books and Other Publications,16326
2016,General Fund,Licenses and Inspections,3,Materials and Supplies,305,Building and Construction,108641
2016,General Fund,Records,2,Purchase of Services,250,Professional Consult/spec Services,871154
2016,General Fund,Licenses and Inspections,3,Materials and Supplies,308,Dry Goods/notions/wearing Apparel,35250
2016,General Fund,Licenses and Inspections,3,Materials and Supplies,310,Electrical and Communication,7500
2016,General Fund,Licenses and Inspections,3,Materials and Supplies,312,Fire Fighting and Safety,202800
2016,General Fund,Licenses and Inspections,3,Materials and Supplies,316,General Hardware and Minor Tools,4100
2016,General Fund,Licenses and Inspections,3,Materials and Supplies,318,"Janitorial, Laundry and Household",33052
2016,General Fund,Licenses and Inspections,3,Materials and Supplies,320,Office Materials and Supplies,55000
2016,General Fund,Licenses and Inspections,3,Materials and Supplies,322,Small Power Tools and Hand Tools,50000
2016,General Fund,Licenses and Inspections,3,Materials and Supplies,324,"Precision, Photographic and Artists",30400
2016,General Fund,Licenses and Inspections,3,Materials and Supplies,325,Printing,2500
2016,General Fund,Licenses and Inspections,4,Equipment,405,"Construction, Dredging, Conveying",800
2016,General Fund,Licenses and Inspections,4,Equipment,411,General Equipment and Machinery,2200
2016,General Fund,Licenses and Inspections,4,Equipment,420,Office Equipment,66809
2016,General Fund,Licenses and Inspections,4,Equipment,423,Plumbing/air Conditioning/space Htg,1300
2016,General Fund,Licenses and Inspections,4,Equipment,424,"Precision, Photographic and Artist",6300
2016,General Fund,Licenses and Inspections,4,Equipment,427,Computer Equipment & Peripherals,4605
2016,General Fund,Licenses and Inspections,4,Equipment,428,Vehicles -- Motor and Motorless,130000
2016,General Fund,Licenses and Inspections,4,Equipment,430,Furniture and Furnishings,686358
2016,General Fund,L&I - Board of L&I Review,1,Personal Services,101,Perm Full Time-civilian,99445
2016,General Fund,L&I - Board of L&I Review,1,Personal Services,131,Board,57909
2016,General Fund,L&I - Board of L&I Review,2,Purchase of Services,258,Court Reporters,10436
2016,General Fund,L&I - Board of Building Standards,1,Personal Services,101,Perm Full Time-civilian,49737
2016,General Fund,L&I - Board of Building Standards,1,Personal Services,131,Board,24233
2016,General Fund,L&I - Zoning Board of Adjustment,1,Personal Services,101,Perm Full Time-civilian,221130
2016,General Fund,L&I - Zoning Board of Adjustment,1,Personal Services,131,Board,116619
2016,General Fund,L&I - Zoning Board of Adjustment,2,Purchase of Services,258,Court Reporters,34541
2016,General Fund,Records,1,Personal Services,100,Salary Control,1000
2016,General Fund,Records,1,Personal Services,101,Perm Full Time-civilian,2794226
2016,General Fund,Records,1,Personal Services,109,Plus/minus Gross Adj,35105
2016,General Fund,Records,1,Personal Services,121,Temporary Seasonal,46169
2016,General Fund,Records,1,Personal Services,131,Board,30279
2016,General Fund,Records,1,Personal Services,161,Overtime Civilian,150172
2016,General Fund,Records,1,Personal Services,181,Shift,1881
2016,General Fund,Records,2,Purchase of Services,210,Postage,980
2016,General Fund,Records,2,Purchase of Services,211,Transportation,65
2016,General Fund,Records,2,Purchase of Services,215,Licenses Permits Inspection Charges,4013
2016,General Fund,Records,2,Purchase of Services,216,Commercial Off-shelf Comp Software,1600
2016,General Fund,Records,2,Purchase of Services,251,Information Technology-prof Service,455000
2016,General Fund,Records,2,Purchase of Services,260,Repair and Maintenance Charges,115892
2016,General Fund,Records,2,Purchase of Services,266,Maint/support-computr Hardware/soft,160556
2016,General Fund,Records,2,Purchase of Services,285,Rents,1575
2016,General Fund,Records,2,Purchase of Services,286,Rental of Parking Spaces,3900
2016,General Fund,Records,2,Purchase of Services,298,Payments for Burials and Graves,1364
2016,General Fund,Records,2,Purchase of Services,299,Other Expenses (not Othrwse Clssfd),2680
2016,General Fund,Records,3,Materials and Supplies,304,Books and Other Publications,107
2016,General Fund,Records,3,Materials and Supplies,320,Office Materials and Supplies,16676
2016,General Fund,Records,3,Materials and Supplies,323,Plumbing/air Conditioning/space Htg,1845
2016,General Fund,Records,3,Materials and Supplies,324,"Precision, Photographic and Artists",26108
2016,General Fund,Records,3,Materials and Supplies,325,Printing,13235
2016,General Fund,Records,3,Materials and Supplies,326,Recreational and Educational,2431
2016,General Fund,Records,3,Materials and Supplies,345,Gasoline,100
2016,General Fund,Records,4,Equipment,420,Office Equipment,4147
2016,General Fund,Records,4,Equipment,423,Plumbing/air Conditioning/space Htg,172
2016,General Fund,Records,4,Equipment,427,Computer Equipment & Peripherals,67374
2016,General Fund,Records,4,Equipment,430,Furniture and Furnishings,3640
2016,General Fund,Records,4,Equipment,499,Other Equipment (noc),7923
2016,General Fund,Records,5,"Contributions, Indemnities, Refunds, Taxes",504,Meritorious Awards,1456
2016,General Fund,Historical Commission,1,Personal Services,101,Perm Full Time-civilian,411150
2016,General Fund,Historical Commission,1,Personal Services,131,Board,11621
2016,General Fund,Historical Commission,2,Purchase of Services,209,Telephone,600
2016,General Fund,Historical Commission,2,Purchase of Services,260,Repair and Maintenance Charges,380
2016,General Fund,Historical Commission,3,Materials and Supplies,320,Office Materials and Supplies,809
2016,General Fund,Art Museum,5,"Contributions, Indemnities, Refunds, Taxes",517,Contributions-gov & Non-prof Not Ed,2550000
2016,General Fund,Finance,1,Personal Services,100,Salary Control,39025
2016,General Fund,Finance,1,Personal Services,101,Perm Full Time-civilian,8623513
2016,General Fund,Finance,1,Personal Services,111,Perm Part Time,28123
2016,General Fund,Finance,1,Personal Services,121,Temporary Seasonal,33045
2016,General Fund,Finance,1,Personal Services,131,Board,45000
2016,General Fund,Finance,1,Personal Services,161,Overtime Civilian,32649
2016,General Fund,Finance,1,Personal Services,171,"Holiday ""g""(2/3 Shifts)",565
2016,General Fund,Finance - Employee Benefits,1,Personal Services,186,Flex Cash,800000
2016,General Fund,Finance - Employee Benefits,1,Personal Services,187,Worker's Comp-disability Comp,32867982
2016,General Fund,Finance - Employee Benefits,1,Personal Services,188,Worker's Comp-medical,25220818
2016,General Fund,Finance - Employee Benefits,1,Personal Services,189,Medicare Tax,21608703
2016,General Fund,Finance - Employee Benefits,1,Personal Services,190,Pension-obligation Bond Payments,113270454
2016,General Fund,Finance - Employee Benefits,1,Personal Services,191,Pension,498430800
2016,General Fund,Finance - Employee Benefits,1,Personal Services,192,FICA Taxes,50822751
2016,General Fund,Finance - Employee Benefits,1,Personal Services,193,Medical Health & Welfare Credit,411484132
2016,General Fund,Finance - Employee Benefits,1,Personal Services,194,Group Life Insurance,8100386
2016,General Fund,Finance - Employee Benefits,1,Personal Services,195,Group Legal Insurance,4849842
2016,General Fund,Finance - Employee Benefits,1,Personal Services,196,Unemployment Comp Insurance,4580260
2016,General Fund,Finance - Employee Benefits,1,Personal Services,197,Auto Mechanic Tool Insurance,146267
2016,General Fund,Finance,2,Purchase of Services,210,Postage,3073
2016,General Fund,Finance,2,Purchase of Services,211,Transportation,3000
2016,General Fund,Finance,2,Purchase of Services,230,Meals-non-travel & Officl Entertain,66102
2016,General Fund,Finance,2,Purchase of Services,240,Advertising/promotional Activities,46
2016,General Fund,Finance,2,Purchase of Services,250,Professional Consult/spec Services,1721975
2016,General Fund,Finance,2,Purchase of Services,251,Information Technology-prof Service,1412500
2016,General Fund,Finance,2,Purchase of Services,252,Accounting and Auditing Services,45000
2016,General Fund,Finance,2,Purchase of Services,255,Dues,91946
2016,General Fund,Finance,2,Purchase of Services,256,Seminar and Training Sessions,2759
2016,General Fund,Finance,2,Purchase of Services,258,Court Reporters,15849
2016,General Fund,Finance,2,Purchase of Services,260,Repair and Maintenance Charges,13645
2016,General Fund,Finance,2,Purchase of Services,266,Maint/support-computr Hardware/soft,29901
2016,General Fund,Finance,2,Purchase of Services,277,Witness Fees,171518
2016,General Fund,Finance,2,Purchase of Services,280,Insurance and Official Bonds,796900
2016,General Fund,Finance,2,Purchase of Services,285,Rents,3940
2016,General Fund,Finance,2,Purchase of Services,286,Rental of Parking Spaces,1000
2016,General Fund,Finance,2,Purchase of Services,298,Payments for Burials and Graves,161345
2016,General Fund,Finance,2,Purchase of Services,299,Other Expenses (not Othrwse Clssfd),1980
2016,General Fund,Finance,3,Materials and Supplies,304,Books and Other Publications,14731
2016,General Fund,Finance,3,Materials and Supplies,320,Office Materials and Supplies,47078
2016,General Fund,Finance,3,Materials and Supplies,324,"Precision, Photographic and Artists",5734
2016,General Fund,Finance,3,Materials and Supplies,325,Printing,27615
2016,General Fund,Finance,4,Equipment,420,Office Equipment,15616
2016,General Fund,Finance,5,"Contributions, Indemnities, Refunds, Taxes",504,Meritorious Awards,25000
2016,General Fund,Finance,5,"Contributions, Indemnities, Refunds, Taxes",505,Contributions-ed & Non-prof Rec Org,109493880
2016,General Fund,Finance,5,"Contributions, Indemnities, Refunds, Taxes",512,Refunds,250000
2016,General Fund,Finance,5,"Contributions, Indemnities, Refunds, Taxes",513,Indemnities-interdepartmental Trans,38000000
2016,General Fund,Finance,5,"Contributions, Indemnities, Refunds, Taxes",517,Contributions-gov & Non-prof Not Ed,4375000
2016,General Fund,Revenue,1,Personal Services,100,Salary Control,204500
2016,General Fund,Revenue,1,Personal Services,101,Perm Full Time-civilian,17953438
2016,General Fund,Revenue,1,Personal Services,121,Temporary Seasonal,833000
2016,General Fund,Revenue,1,Personal Services,161,Overtime Civilian,612825
2016,General Fund,Revenue,1,Personal Services,171,"Holiday ""g""(2/3 Shifts)",9000
2016,General Fund,Revenue,1,Personal Services,181,Shift,4801
2016,General Fund,Revenue,2,Purchase of Services,209,Telephone,675
2016,General Fund,Revenue,2,Purchase of Services,210,Postage,2319769
2016,General Fund,Revenue,2,Purchase of Services,211,Transportation,12680
2016,General Fund,Revenue,2,Purchase of Services,216,Commercial Off-shelf Comp Software,835
2016,General Fund,Revenue,2,Purchase of Services,230,Meals-non-travel & Officl Entertain,650
2016,General Fund,Revenue,2,Purchase of Services,240,Advertising/promotional Activities,300
2016,General Fund,Revenue,2,Purchase of Services,250,Professional Consult/spec Services,2774560
2016,General Fund,Revenue,2,Purchase of Services,251,Information Technology-prof Service,43000
2016,General Fund,Revenue,2,Purchase of Services,253,Legal Services,5700
2016,General Fund,Revenue,2,Purchase of Services,255,Dues,19775
2016,General Fund,Revenue,2,Purchase of Services,256,Seminar and Training Sessions,6510
2016,General Fund,Revenue,2,Purchase of Services,258,Court Reporters,2000
2016,General Fund,Revenue,2,Purchase of Services,260,Repair and Maintenance Charges,141545
2016,General Fund,Revenue,2,Purchase of Services,266,Maint/support-computr Hardware/soft,1600
2016,General Fund,Revenue,2,Purchase of Services,277,Witness Fees,100
2016,General Fund,Revenue,2,Purchase of Services,285,Rents,23250
2016,General Fund,Revenue,3,Materials and Supplies,304,Books and Other Publications,23900
2016,General Fund,Revenue,3,Materials and Supplies,305,Building and Construction,1000
2016,General Fund,Revenue,3,Materials and Supplies,308,Dry Goods/notions/wearing Apparel,1430
2016,General Fund,Revenue,3,Materials and Supplies,310,Electrical and Communication,200
2016,General Fund,Revenue,3,Materials and Supplies,316,General Hardware and Minor Tools,500
2016,General Fund,Revenue,3,Materials and Supplies,317,Hospital and Laboratory,60
2016,General Fund,Revenue,3,Materials and Supplies,318,"Janitorial, Laundry and Household",1576
2016,General Fund,Revenue,3,Materials and Supplies,320,Office Materials and Supplies,173100
2016,General Fund,Revenue,3,Materials and Supplies,324,"Precision, Photographic and Artists",22000
2016,General Fund,Revenue,3,Materials and Supplies,325,Printing,498500
2016,General Fund,Revenue,3,Materials and Supplies,326,Recreational and Educational,600
2016,General Fund,Revenue,3,Materials and Supplies,335,Lubricants,500
2016,General Fund,Revenue,3,Materials and Supplies,345,Gasoline,25
2016,General Fund,Revenue,4,Equipment,410,Electrical Lighting Communication,15000
2016,General Fund,Revenue,4,Equipment,418,Janitorial and Laundry,220
2016,General Fund,Revenue,4,Equipment,420,Office Equipment,50000
2016,General Fund,Revenue,4,Equipment,423,Plumbing/air Conditioning/space Htg,200
2016,General Fund,Revenue,4,Equipment,424,"Precision, Photographic and Artist",1250
2016,General Fund,Revenue,4,Equipment,427,Computer Equipment & Peripherals,400
2016,General Fund,Revenue,4,Equipment,430,Furniture and Furnishings,10515
2016,General Fund,Sinking Fund Commission (Debt Service),2,Purchase of Services,281,Lease Payments-phila Municipal Auth,26184743
2016,General Fund,Sinking Fund Commission (Debt Service),2,Purchase of Services,285,Rents,78362170
2016,General Fund,Sinking Fund Commission (Debt Service),7,Debt Service,701,Interest on City Debt -- Long-term,74283838
2016,General Fund,Sinking Fund Commission (Debt Service),7,Debt Service,702,Principal Payments on City Debt-l/t,59175000
2016,General Fund,Sinking Fund Commission (Debt Service),7,Debt Service,703,Interest on City Debt - Short-term,4500000
2016,General Fund,Sinking Fund Commission (Debt Service),7,Debt Service,704,Sinking Fund Reserve Payment,1339375
2016,General Fund,Sinking Fund Commission (Debt Service),7,Debt Service,705,Commitment Fee Expense,2000000
2016,General Fund,Sinking Fund Commission (Debt Service),7,Debt Service,706,Arbitrage Payments,100000
2016,General Fund,Procurement,1,Personal Services,100,Salary Control,7758
2016,General Fund,Procurement,1,Personal Services,101,Perm Full Time-civilian,2459593
2016,General Fund,Procurement,1,Personal Services,161,Overtime Civilian,5000
2016,General Fund,Procurement,2,Purchase of Services,210,Postage,4500
